rec,name_verbatim,scientificName,sciname_sensu_stricto,taxonRank,TR_w_TCID,reference,ref2,year_published,qualifier,qual2,QUAL_LEVEL,qual2_interp,typeStatus,incl_in_analysis,data_source,individualCount,samplingMethod,nod_assoc,cat_note,CAT_ED,CAT_EXPANDED,temp_name_cat,size_cat,descr_id_with,description_dets,IMAGERY ONLY.ID,short_checklist,spp_habitat_info,other_rank,Match.type,taxon_note,Taxon.status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,depth,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,site_notes,multi-exped-year,year_est,date_year,expedition,
1111,Amphiophiura bullata,Amphiophiura bullata,Amphiophiura bullata,species,species,Christodoulou_etal_2020,,2020,,,,,,,S table 1,,EBS,,,record,record,,megafauna,morphology and molecular data,,,,benthic,,exact,,accepted,124834,Amphiophiura bullata,"(Thomson, 1877)",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,,bullata,,,UK-1,BGR,IFREMER,GSR,,,,,,,table 2- what species in what contract area,y,2014,2012; 2013; 2014; 2015,BIONOD; MANGAN 2012; MANGAN 2013; Ecoresponse; ABYSSLINE AB01; AB02,
1112,Ophioleuce gracilis,Ophioleuce gracilis,Ophioleuce gracilis,species,species,Christodoulou_etal_2020,,2020,,,,,,,S table 1,,EBS,,,record,record,,megafauna,morphology and molecular data,,,,benthic,,exact,,accepted,243709,Ophioleuce gracilis,"Belyaev & Litvinova, 1976",Animalia,Echinodermata,Ophiuroidea,Ophioleucida,Ophioleucidae,Ophioleuce,,gracilis,,,BGR,,,,,,,,,,table 2- what species in what contract area,y,2014,2012; 2013; 2014; 2015,BIONOD; MANGAN 2012; MANGAN 2013; Ecoresponse; ABYSSLINE AB01; AB02,
1113,Ophiacantha cosmica,Ophiacantha cosmica,Ophiacantha cosmica,species,species,Christodoulou_etal_2020,,2020,,,,,,,S table 1,,EBS,,,record,record,,megafauna,morphology and molecular data,,,,benthic,,exact,,accepted,243336,Ophiacantha cosmica,"Lyman, 1878",Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiacantha,,cosmica,,,UK-1,BGR,,GSR,,,,,,,table 2- what species in what contract area,y,2014,2012; 2013; 2014; 2015,BIONOD; MANGAN 2012; MANGAN 2013; Ecoresponse; ABYSSLINE AB01; AB02,
1114,Ophiotypa simplex,Ophiotypa simplex,Ophiotypa simplex,species,species,Christodoulou_etal_2020,,2020,,,,,,,S table 1,,EBS,,,record,record,,megafauna,morphology and molecular data,,,,benthic,,exact,,accepted,124904,Ophiotypa simplex,"Koehler, 1897",Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Ophiolepididae,Ophiotypa,,simplex,,,UK-1,BGR,,GSR,IOM,,,,,,table 2- what species in what contract area,y,2014,2012; 2013; 2014; 2015,BIONOD; MANGAN 2012; MANGAN 2013; Ecoresponse; ABYSSLINE AB01; AB02,
1115,Porifera,Porifera,Porifera,phylum,phylum,Chuar_etal_2020,,2020,,,,,,,text,4,box core,,,record,record,,megafauna,morphology only (specimens),,,,,,exact,,accepted,558,Porifera,"Grant, 1836",Animalia,Porifera,,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1116,Scyphozoa,Scyphozoa,Scyphozoa,class,class,Chuar_etal_2020,,2020,,,,,,,text,339,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,135220,Scyphozoa,"Goette, 1887",Animalia,Cnidaria,Scyphozoa,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1117,Undetermined,Cnidaria,Cnidaria,phylum,phylum,Chuar_etal_2020,,2020,indet.,,,,,,text,22,box core,,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,1267,Cnidaria,"Hatschek, 1888",Animalia,Cnidaria,,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1118,Platyhelminthes,Platyhelminthes,Platyhelminthes,phylum,phylum,Chuar_etal_2020,,2020,,,,,,,text,4,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,793,Platyhelminthes,"Minot, 1876",Animalia,Platyhelminthes,,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1119,Nemertea,Nemertea,Nemertea,phylum,phylum,Chuar_etal_2020,,2020,,,,,,,text,9,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,152391,Nemertea,,Animalia,Nemertea,,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1120,Nematoda,Nematoda,Nematoda,phylum,phylum,Chuar_etal_2020,,2020,,,,,,,text,6978,box core,,,record,record,,meiofauna,morphology only (specimens),,,,,,exact,,accepted,799,Nematoda,,Animalia,Nematoda,,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1121,Kinorhyncha,Kinorhyncha,Kinorhyncha,phylum,phylum,Chuar_etal_2020,,2020,,,,,,,text,22,box core,,,record,record,,meiofauna,morphology only (specimens),,,,,,exact,,accepted,101060,Kinorhyncha,"Reinhard, 1885",Animalia,Kinorhyncha,,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1122,Clitellata ,Clitellata,Clitellata,class,class,Chuar_etal_2020,,2020,,,,,,,text,18,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,,accepted,exact,14165,Clitellata,"Michaelsen, 1919",Animalia,Annelida,Clitellata,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1123,Echiura,Echiura,Echiura,subclass,subclass,Chuar_etal_2020,,2020,,,,,,,text,4,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,y,exact,,accepted,1269,Echiura,"Sedgwick, 1898",Animalia,Annelida,Polychaeta,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1124,Polychaeta,Polychaeta,Polychaeta,class,class,Chuar_etal_2020,,2020,,,,,,,text,3670,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,883,Polychaeta,"Grube, 1850",Animalia,Annelida,Polychaeta,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1125,Sipuncula,Sipuncula,Sipuncula,order,order,Chuar_etal_2020,,2020,,,,,,,text,57,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1268,Sipuncula,"Stephen, 1964",Animalia,Annelida,,Sipuncula,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1126,Acari,Acari,Acari,subclass,subclass,Chuar_etal_2020,,2020,,,,,,,text,70,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,y,exact,,accepted,292684,Acari,"Leach, 1817",Animalia,Arthropoda,Arachnida,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1127,Amphipoda,Amphipoda,Amphipoda,order,order,Chuar_etal_2020,,2020,,,,,,,text,405,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1135,Amphipoda,"Latreille, 1816",Animalia,Arthropoda,Malacostraca,Amphipoda,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1128,Cirripeda,Cirripedia,Cirripedia,subclass,subclass,Chuar_etal_2020,,2020,,,,,,,text,4,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,y,exact,misspelling,accepted,1082,Cirripedia,"Burmeister, 1834",Animalia,Arthropoda,Thecostraca,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1129,Copepoda,Copepoda,Copepoda,subclass,subclass,Chuar_etal_2020,,2020,,,,,,,text,5015,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,y,exact,,accepted,1080,Copepoda,"Milne Edwards, 1840",Animalia,Arthropoda,Hexanauplia,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1130,Cumacea,Cumacea,Cumacea,order,order,Chuar_etal_2020,,2020,,,,,,,text,26,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1137,Cumacea,"Krøyer, 1846",Animalia,Arthropoda,Malacostraca,Cumacea,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1131,Decapoda,Decapoda,Decapoda,order,order,Chuar_etal_2020,,2020,,,,,,,text,31,box core,,,record,record,,megafauna,morphology only (specimens),,,,,,exact,,accepted,1130,Decapoda,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1132,Isopoda,Isopoda,Isopoda,order,order,Chuar_etal_2020,,2020,,,,,,,text,946,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1131,Isopoda,"Latreille, 1817",Animalia,Arthropoda,Malacostraca,Isopoda,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1133,Ostracoda,Ostracoda,Ostracoda,class,class,Chuar_etal_2020,,2020,,,,,,,text,1306,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1078,Ostracoda,"Latreille, 1802",Animalia,Arthropoda,Ostracoda,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1134,Tanaidacea,Tanaidacea,Tanaidacea,order,order,Chuar_etal_2020,,2020,,,,,,,text,2011,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1133,Tanaidacea,"Dana, 1849",Animalia,Arthropoda,Malacostraca,Tanaidacea,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1135,Undetermined,Arthropoda,Arthropoda,phylum,phylum,Chuar_etal_2020,,2020,indet.,,,,,,text,31,box core,,,record,record,,megafauna,morphology only (specimens),,,no,,,exact,,accepted,1065,Arthropoda,"von Siebold, 1848",Animalia,Arthropoda,,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1136,Bryozoa,Bryozoa,Bryozoa,phylum,phylum,Chuar_etal_2020,,2020,,,,,,,text,119,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,146142,Bryozoa,,Animalia,Bryozoa,,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1137,Brachiopoda,Brachiopoda,Brachiopoda,phylum,phylum,Chuar_etal_2020,,2020,,,,,,,text,9,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1803,Brachiopoda,"Duméril, 1805",Animalia,Brachiopoda,,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1138,Aplacophora,Aplacophora,Aplacophora,class,class,Chuar_etal_2020,,2020,,,,,,,text,40,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,alternate representation,411,Aplacophora,,Animalia,Mollusca,Aplacophora,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1139,Bivalvia,Bivalvia,Bivalvia,class,class,Chuar_etal_2020,,2020,,,,,,,text,634,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,105,Bivalvia,"Linnaeus, 1758",Animalia,Mollusca,Bivalvia,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1140,Gastropoda,Gastropoda,Gastropoda,class,class,Chuar_etal_2020,,2020,,,,,,,text,154,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,101,Gastropoda,"Cuvier, 1795",Animalia,Mollusca,Gastropoda,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
1141,Monoplacophora,Monoplacophora,Monoplacophora,class,class,Chuar_etal_2020,,2020,,,,,,,text,4,box core,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,415,Monoplacophora,"Odhner, 1940",Animalia,Mollusca,Monoplacophora,,,,,,,,OMS1,,,,,,,,,,,,2015,2015,ABYSSLINE AB01,
