rec,name_verbatim,scientificName,sciname_sensu_stricto,taxonRank,TR_w_TCID,reference,ref2,year_published,qualifier,qual2,QUAL_LEVEL,qual2_interp,typeStatus,incl_in_analysis,data_source,individualCount,to_do,note,samplingMethod,nod_assoc,cat_note,CAT_ED,CAT_EXPANDED,temp_name_cat,size_cat,descr_id_with,description_dets,IMAGERY ONLY.ID,short_checklist,spp_habitat_info,other_rank,Match.type,taxon_note,Taxon.status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,depth,UPSET_NOTE,UPSET_CAT,INTERP_AREA1,latitude,longitude,station,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,site_notes,multi-exped-year,year_est,date_year,expedition,
7737,Mayella sp. A,Mayella,Mayella,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,325018,Mayella,"Hartmann-Schröder, 1959",Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Mayella,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7738,Mayella sp. A,Mayella,Mayella,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,325018,Mayella,"Hartmann-Schröder, 1959",Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Mayella,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7739,Mayella sp. A,Mayella,Mayella,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,325018,Mayella,"Hartmann-Schröder, 1959",Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Mayella,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7740,Monorchos sp. A,Monorchos,Monorchos,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,325242,Tetreres,"Caullery, 1913",Animalia,Annelida,Polychaeta,,Sabellariidae,Monorchos,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7741,Monorchos sp. A,Monorchos,Monorchos,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,325242,Tetreres,"Caullery, 1913",Animalia,Annelida,Polychaeta,,Sabellariidae,Monorchos,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7742,Myriochele sp. A,Myriochele,Myriochele,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129426,Myriochele,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Oweniidae,Myriochele,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7743,Myriochele sp. A,Myriochele,Myriochele,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129426,Myriochele,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Oweniidae,Myriochele,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7744,Myriochele sp. A,Myriochele,Myriochele,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129426,Myriochele,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Oweniidae,Myriochele,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7745,Myriochele sp. A,Myriochele,Myriochele,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129426,Myriochele,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Oweniidae,Myriochele,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7746,Myriochele sp. A,Myriochele,Myriochele,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129426,Myriochele,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Oweniidae,Myriochele,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7747,Myriochele sp. A,Myriochele,Myriochele,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129426,Myriochele,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Oweniidae,Myriochele,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7748,Myriochele sp. A,Myriochele,Myriochele,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129426,Myriochele,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Oweniidae,Myriochele,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7749,Myriochele sp. A,Myriochele,Myriochele,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129426,Myriochele,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Oweniidae,Myriochele,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7750,Mystides sp. A,Mystides,Mystides,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129450,Mystides,"Théel, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Mystides,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7751,Mystides sp. A,Mystides,Mystides,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129450,Mystides,"Théel, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Mystides,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7752,Mystides sp. A,Mystides,Mystides,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129450,Mystides,"Théel, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Mystides,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7753,Mystides sp. A,Mystides,Mystides,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129450,Mystides,"Théel, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Mystides,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7754,Mystides sp. A,Mystides,Mystides,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129450,Mystides,"Théel, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Mystides,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7755,Mytides sp. A,Mytides,Mystides,genus,temporary name,Wilson_2017,,2017,,,,,,,,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129450,Mystides,"Théel, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Mystides,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7756,Nephtyidae indet.,Nephtyidae,Nephtyidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,956,Nephtyidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7757,Nephtyidae indet.,Nephtyidae,Nephtyidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,956,Nephtyidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7758,Nephtyidae indet.,Nephtyidae,Nephtyidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,956,Nephtyidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7759,Nereididae indet.,Nereididae,Nereididae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,22496,Nereididae,"Blainville, 1818",Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7760,Nereididae indet.,Nereididae,Nereididae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,22496,Nereididae,"Blainville, 1818",Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7761,Notomastus sp. A,Notomastus,Notomastus,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129220,Notomastus,"M. Sars, 1851",Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7762,Notomastus sp. A,Notomastus,Notomastus,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129220,Notomastus,"M. Sars, 1851",Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7763,Notomastus sp. A,Notomastus,Notomastus,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129220,Notomastus,"M. Sars, 1851",Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7764,Notomastus sp. A,Notomastus,Notomastus,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129220,Notomastus,"M. Sars, 1851",Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7765,Notomastus sp. A,Notomastus,Notomastus,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129220,Notomastus,"M. Sars, 1851",Animalia,Annelida,Polychaeta,,Capitellidae,Notomastus,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7766,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7767,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7768,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7769,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7770,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7771,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7772,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7773,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7774,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7775,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7776,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7777,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7778,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7779,Oligochaeta,Oligochaeta,Oligochaeta,genus,genus,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,2036,Oligochaeta,"Grube, 1850",Animalia,Annelida,Clitellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7780,Opheliidae indet.,Opheliidae,Opheliidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7781,Opheliidae indet.,Opheliidae,Opheliidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7782,Opheliidae indet.,Opheliidae,Opheliidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7783,Opheliidae indet.,Opheliidae,Opheliidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7784,Opheliidae sp. A,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7785,Opheliidae sp. A,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7786,Opheliidae sp. A,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7787,Opheliidae sp. A,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7788,Opheliidae sp. A,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7789,Opheliidae sp. A,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7790,Opheliidae sp. B,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7791,Opheliidae sp. B,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7792,Opheliidae sp. B,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7793,Opheliidae sp. B,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7794,Opheliidae sp. D,Opheliidae,Opheliidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,924,Opheliidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,,Opheliidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7795,Ophelina sp. A,Ophelina,Ophelina,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129414,Ophelina,"Örsted, 1843",Animalia,Annelida,Polychaeta,,Opheliidae,Ophelina,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7796,Ophryothrocha sp. A,Ophryothrocha,Ophryothrocha,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129266,Ophryotrocha,"Claparède & Mecznikow, 1869",Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7797,Ophryotrocha sp. A,Ophryotrocha,Ophryotrocha,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129266,Ophryotrocha,"Claparède & Mecznikow, 1869",Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7798,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7799,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7800,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7801,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7802,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7803,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7804,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7805,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7806,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
