rec,source,overlapping_name,INCLUDE,incl_note,Kingdom,Phylum,Class,Order,Family,Genus,Species,scientificName,name_harmonised,taxonConceptID,ORIG_name_if_overlap,habitat_interim,size_cat,taxonRank,TR_w_TCID,temp_name_cat,CAT_EXPANDED,qualifier,qual2,qual_level,qual_interp,reference/id_by,ID_METHOD,descr_id_with_orig
3983,DD,,no,,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Prolutamator,,Prolutamator,,Prolutamator sp.,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
3984,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Protomystides,,Protomystides,,Pseudeulalia sp.A,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
3985,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Protomystides,,Protomystides,,Pseudeulalia sp.B,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
3986,literature,,,,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Protoptilidae,Protoptilum,,Protoptilum,,Protoptilum stet. CCZ_068,,nodule,megafauna,genus,temporary name,MORPHOTYPE,undescribed new species,stet,sp. Nov (undescribed),,yes,Bribiesca-Contreras_etal_2022,morphology and molecular data,morphology and molecular data
3987,literature,,,,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Protoptilidae,Protoptilum,,Protoptilum,,Protoptilum msp. 1,,nodule,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
3988,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 1,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
3989,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 2,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
3990,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 3,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
3991,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
3992,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 2,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
3993,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 3,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
3994,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 4,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
3995,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 5,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
3996,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 6,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
3997,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 7,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
3998,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Psammocamptus,,Psammocamptus,,Psammocamptus sp. 8,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
3999,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Pseudameira,,Pseudameira,,Pseudameira sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4000,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 1,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4001,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 12,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4002,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 5,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4003,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 6,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4004,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 7,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4005,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 8,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4006,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 9,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4007,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4008,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 10,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4009,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 11,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4010,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 12,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4011,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 2,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4012,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 3,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4013,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 4,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4014,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 5,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4015,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 6,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4016,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 7,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4017,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 8,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4018,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Pseudobradya,,Pseudobradya,,Pseudobradya sp. 9,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4019,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Pseudodysponetus,,Pseudodysponetus,,Pseudodysponetus sp. 2566,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4020,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Pseudodysponetus,,Pseudodysponetus,,Pseudodysponetus sp. 2771,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4021,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Pseudodysponetus,,Pseudodysponetus,,Pseudodysponetus sp. 2788,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4022,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 1,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4023,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 10,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4024,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 11,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4025,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 3,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4026,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 5,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4027,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 6,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4028,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 7,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4029,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4030,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 10,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4031,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 11,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4032,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 14,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4033,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 2,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4034,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 3,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4035,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 4,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4036,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 5,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4037,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 6,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4038,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 7,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4039,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 8,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4040,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudomesochra,,Pseudomesochra,,Pseudomesochra sp. 9,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4041,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides 838,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
4042,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides 839,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
4043,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides 840,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
4044,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. 124,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4045,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. 2218,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4046,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. 256,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4047,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. 3,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4048,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. 366,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4049,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp A,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4050,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp B,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4051,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp C,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4052,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. (NHM_061),,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4053,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. (NHM_116),,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4054,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. (NHM_435),,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4055,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. 1,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4056,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. 2,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4057,DD,overlap,no,no- duplicate,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. 3,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4058,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pseudomystides,,Pseudomystides,,Pseudomystides sp. A cf. rarica PIP_31,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4059,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Pseudoparatanais,,Pseudoparatanais,,Pseudoparatanais sp. 23055,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
4060,literature,,,,Animalia,Annelida,Polychaeta,,Scalibregmatidae,Pseudoscalibregma,,Pseudoscalibregma,,Pseudoscalibregma sp. 660,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4061,literature,,,,Animalia,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,,Pseudostichopus,,cf. Pseudostichopus morphospecies,,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Amon_etal_2017a,morphology only (imagery),morphology only (imagery)
4062,OBIS,overlap,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,,Pseudostichopus,,cf. Pseudostichopus morphospecies,,sediment,megafauna,genus,temporary name,morphotype,,cf.,,,,"Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
4064,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,,Pseudostichopus,,cf. Pseudostichopus morphospecies,,sediment,megafauna,genus,temporary name,morphotype,,cf.,,,,"Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
4065,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,,Pseudostichopus,,cf. Pseudostichopus morphospecies,,sediment,megafauna,genus,temporary name,morphotype,,cf.,,,,"Antonina Kremenetskaia, David L Pawson, Diva J Amon, Amanda F Ziegler",morphology only (imagery),Identified only from imagery
4066,literature,,,,Animalia,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,,Pseudostichopus,,Pseudostichopus sp. 1,,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
4067,DD,,,,Animalia,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,,Pseudostichopus,,Pseudostichopus morphotype 1,,sediment,megafauna,genus,temporary name,gen,,,,,,,,
4068,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,,,Pseudotachidiidae,,Pseudotachidiidae n. gen,,sediment,meiofauna,family,temporary name,morphospecies,undescribed new genus,gen. nov. (undescribed),,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4069,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,,,Pseudotachidiidae,,Pseudotachidiidae sp. 1,,sediment,meiofauna,family,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4070,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,,,Pseudotachidiidae,,Pseudotachidiidae sp. 3,,sediment,meiofauna,family,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4071,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,,,Pseudotachidiidae,,Pseudotachidiidae sp. 4,,sediment,meiofauna,family,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4072,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,,,Pseudotachidiidae,,Pseudotachidiidae sp. 1,,sediment,meiofauna,family,temporary name,gen,,,,,,,,
4073,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,,,Pseudotachidiidae,,Pseudotachidiidae sp. 2,,sediment,meiofauna,family,temporary name,gen,,,,,,,,
4074,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,,,Pseudotachidiidae,,Pseudotachidiidae sp. 3,,sediment,meiofauna,family,temporary name,gen,,,,,,,,
4075,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,,,Pseudotachidiidae,,Pseudotachidiidae sp. 4,,sediment,meiofauna,family,temporary name,gen,,,,,,,,
4076,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudotachidius,,Pseudotachidius,,Pseudotachidius sp. 2,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4077,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudotachidius,,Pseudotachidius,,Pseudotachidius sp. 3,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4078,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudotachidius,,Pseudotachidius,,Pseudotachidius sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4079,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudotachidius,,Pseudotachidius,,Pseudotachidius sp. 2,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4080,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Pseudotachidius,,Pseudotachidius,,Pseudotachidius sp. 3,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4081,literature,,no,no-duplicate,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,,Pseudotanais,,Pseudotanais species 43,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
4082,literature,,no,no-duplicate,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,,Pseudotanais,,Pseudotanais species 43A,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
4083,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,,Pseudotanais,,Pseudotanais sp. 23060,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
4084,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,,Pseudotanais,,Pseudotanais sp. 23061,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
4085,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,,Pseudotanais,,Pseudotanais sp. 23114,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
4086,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,,Pseudotanais,,Pseudotanais species #158,,sediment,macrofauna,genus,temporary name,morphospecies,poss indet not undescribed new species,,,,,Pasotti_etal_2020,morphology only (specimens/specimens and imagery),morphology only (specimens)
4087,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,,Pseudotanais,,Pseudotanais species #159,,sediment,macrofauna,genus,temporary name,morphospecies,poss indet not undescribed new species,,,,,Pasotti_etal_2020,morphology only (specimens/specimens and imagery),morphology only (specimens)
4088,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 1,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
