Phylum,Class,Order,Family,Genus,scientificName,taxonConceptID,size_cat
Arthropoda,Copepoda,Harpacticoida,Argestidae,Parargestes,Parargestes,Parargestes sp. 4,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Parargestes,Parargestes,Parargestes sp. 5,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Parargestes,Parargestes,Parargestes sp. 6,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Parargestes,Parargestes,Parargestes sp. 7,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Parargestes,Parargestes,Parargestes sp. 8,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Parargestes,Parargestes,Parargestes sp. 9,meiofauna
Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Paratyphlotanais,Paratyphlotanais,Paratyphlotanais sp. 23046,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Paratyphlotanais,Paratyphlotanais,Paratyphlotanais species 4,macrofauna
Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,,Pardaliscidae,Pardaliscidae sp. 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Parexogone,Parexogone,Parexogone sp. 462a,macrofauna
Mollusca,Gastropoda,,Patellidae,,Patellidae,Patellidae sp. (NHM_275),macrofauna
Mollusca,Gastropoda,,Patellidae,,Patellidae,Patellidae sp. (NHM_354),macrofauna
Echinodermata,Asteroidea,Paxillosida,,,Paxillosida,Paxillosida cf. AST_009 and AST_007,megafauna
Echinodermata,Asteroidea,Paxillosida,,,Paxillosida,Paxillosida morphotype 1,megafauna
Echinodermata,Asteroidea,Paxillosida,,,Paxillosida,Paxillosida msp. 1,megafauna
Echinodermata,Asteroidea,Paxillosida,,,Paxillosida,Paxillosida msp. 2a,megafauna
Echinodermata,Asteroidea,Paxillosida,,,Paxillosida,Paxillosida msp. 2b,megafauna
Echinodermata,Asteroidea,Paxillosida,,,Paxillosida,Paxillosida msp. 3,megafauna
Echinodermata,Asteroidea,Paxillosida,,,Paxillosida,Paxillosida msp. 4,megafauna
Echinodermata,Asteroidea,Paxillosida,,,Paxillosida,Paxillosida mtp,megafauna
Echinodermata,Asteroidea,Paxillosida,,,Paxillosida ,Paxillosida mtp-AST_004,megafauna
Echinodermata,Asteroidea,Paxillosida,,,Paxillosida,Paxillosida sp. 1,megafauna
Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten,Pecten,Pecten sp (NHM_105),macrofauna
Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,Peniagone,Peniagone cf. palmata msp.,megafauna
Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,Peniagone,Peniagone msp.,megafauna
Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,Peniagone,Peniagone purple msp.,megafauna
Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,Peniagone,Peniagone sp. type 1,megafauna
Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,Peniagone,Peniagone sp. type 2,megafauna
Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,Peniagone,Peniagone tulip msp.,megafauna
Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,Peniagone,Peniagone white or transparent msp.,megafauna
Cnidaria,Anthozoa,Pennatulacea,,,Pennatulacea,Pennatulacea msp. 2,megafauna
Cnidaria,Anthozoa,Pennatulacea,,,Pennatulacea,Pennatulacea msp. 5,megafauna
Cnidaria,Anthozoa,Pennatulacea,,,Pennatulacea,Pennatulacea msp. 6,megafauna
Cnidaria,Anthozoa,Pennatulacea,,,Pennatulacea,Pennatulacea msp. 7,megafauna
Cnidaria,Anthozoa,Pennatulacea,,,Pennatulacea,Pennatulacea msp. 8,megafauna
Cnidaria,Anthozoa,Pennatulacea,,,Pennatulacea,Pennatulacea sp. 1,megafauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Perucamptus,Perucamptus,Perucamptus sp. 1,meiofauna
Annelida,Clitellata,Haplotaxida,Naididae,,Naididae,Phallodrilinae gen. sp. ,macrofauna
Annelida,Clitellata,Haplotaxida,Naididae,,Naididae,Phallodrilinae sp. (NHM_440),macrofauna
Nematoda,Enoplea,Enoplida,Phanodermatidae,Phanodermella,Phanodermella,Phanodermella sp_1,meiofauna
Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Phelliactis,Phelliactis,Phelliactis n. sp. 1,megafauna
Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,Hormathiidae,Phelliactis sp A,macrofauna
Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Phelliactis,Phelliactis,Phelliactis sp. E,megafauna
Annelida,Polychaeta,Phyllodocida,Pholoidae,,Pholoinae,Pholoidae sp. (NHM_366),macrofauna
Annelida,Polychaeta,Phyllodocida,Pholoidae,,Pholoinae,Pholoidae sp.1,macrofauna
Annelida,Polychaeta,Phyllodocida,Pholoididae,,Sigalionidae,Pholoididae sp. 210,macrofauna
Annelida,Polychaeta,Phyllodocida,Pholoididae,,Sigalionidae,Pholoididae sp. 2190,macrofauna
Annelida,Polychaeta,,Chaetopteridae,Phyllochaetopterus,Phyllochaetopterus,Phyllochaetopterus sp A,macrofauna
Annelida,Polychaeta,,Chaetopteridae,Phyllochaetopterus,Phyllochaetopterus,Phyllochaetopterus sp. (NHM_331),macrofauna
Annelida,Polychaeta,,Chaetopteridae,Phyllochaetopterus,Phyllochaetopterus,Phyllochaetopterus sp.A,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,Phyllodoce,Phyllodoce sp. 2122,macrofauna
Annelida,Polychaeta,Phyllodocida,,,Phyllodocida,Phyllodocida sp indet,macrofauna
Annelida,Polychaeta,Phyllodocida,,,Phyllodocida,Phyllodocida sp. (NHM_024),macrofauna
Annelida,Polychaeta,Phyllodocida,,,Phyllodocida,Phyllodocida sp. (NHM_326),macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae 958,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp (NHM_250),macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp A,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp C,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. (NHM_065),macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. (NHM_1059),macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. (NHM_1332),macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. (NHM_2086),macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. (NHM_250),macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. (NHM_2620),macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. (NHM_633),macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. (NHM_746),macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. 2119,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. 2565,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. 6,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp. indeterminate,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp.1,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp.A,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp.B,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,Phyllodocidae sp.C,macrofauna
Nematoda,Enoplea,Enoplida,Oncholaimidae,Phylloncholaimus,Phylloncholaimus,Phylloncholaimus sp_1,meiofauna
Annelida,Polychaeta,,Orbiniidae,Phylo,Phylo,Phylo sp A,macrofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Pierrickia,Pierrickia,Pierrickia sp_1,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Pierrickia,Pierrickia,Pierrickia sp_2,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Pierrickia,Pierrickia,Pierrickia sp_3,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Pierrickia,Pierrickia,Pierrickia sp_4,meiofauna
Annelida,Polychaeta,Phyllodocida,Pilargidae,,Pilargidae,Pilargidae sp. (NHM_765),macrofauna
Annelida,Polychaeta,Phyllodocida,Pilargidae,,Pilargidae,Pilargidae sp. 451a,macrofauna
Annelida,Polychaeta,Phyllodocida,Pilargidae,Pilargis,Pilargis,Pilargis sp. PIP#12,macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,PIP_93,macrofauna
Annelida,Polychaeta,Terebellida,Cirratulidae,,Cirratulidae,PIP_95,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pirakia,Eumida,Pirakia sp.A,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Pirinectes,Pirinectes,Pirinectes Mu77,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Pirinectes,Pirinectes,Pirinectes Mu78,macrofauna
Chordata,,,,,Pisces,Pisces sp A,megafauna
Chordata,,,,,Pisces,Pisces sp. (NHM_166),megafauna
Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista,Pista sp.A,macrofauna
Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Placopegma,Placopegma,Placopegma sp. HEX005,megafauna
Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Placopegma,Placopegma,Placopegma sp. HEX011,megafauna
Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Placopegma,Placopegma,Placopegma sp. HEX013,megafauna
Echinodermata,Echinoidea,Aspidodiadematoida,Aspidodiadematidae,Plesiodiadema,Plesiodiadema,Plesiodiadema morphotype 1,megafauna
Echinodermata,Echinoidea,Aspidodiadematoida,Aspidodiadematidae,Plesiodiadema,Plesiodiadema,Plesiodiadema sp. 1,megafauna
Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma,Pleuromamma sp. 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Plotohelmis,Plotohelmis,Plotohelmis sp. 89,macrofauna
Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Plutonaster,Plutonaster,Plutonaster ? new species,megafauna
Arthropoda,Malacostraca,Amphipoda,Podoceridae,,Podoceridae,Podoceridae msp. 1,megafauna
Annelida,Polychaeta,Spionida,Poecilochaetidae,,Poecilochaetidae,Poecilochaetidae sp. (NHM_223),macrofauna
Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,Poecilochaetus,Poecilochaetous sp.A,macrofauna
Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,Poecilochaetus,Poecilochaetus sp. ,macrofauna
