Phylum,Class,Order,Family,Genus,scientificName,taxonConceptID,size_cat
Annelida,Polychaeta,Sabellida,Serpulidae,Bathyvermilia,Bathyvermilia,Bathyvermilia sp. A,macrofauna
Porifera,Hexactinellida,Sceptrulophora,Euretidae,,Euretidae,Bathyxiphus sp. CCZ_151,megafauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Bellibos,Bellibos,Bellibos 354,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Bellibos,Bellibos,Bellibos Mu43,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Bellibos,Bellibos,Bellibos Mu44,macrofauna
Mollusca,Gastropoda,Neogastropoda,Belomitridae,,Belomitridae,Belomitra sp A,macrofauna
Mollusca,Gastropoda,Neogastropoda,Belomitridae,,Belomitridae,Belomitra sp. (NHM_064),macrofauna
Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes,Benthodytes cf. incertae purple msp.,megafauna
Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes,Benthodytes cf. incertae red msp.,megafauna
Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes,Benthodytes msp.,megafauna
Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes,Benthodytes msp. 1,megafauna
Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes,Benthodytes new species,megafauna
Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes,Benthodytes pink msp.,megafauna
Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes,Benthodytes purple msp.,megafauna
Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes,Benthodytes red msp.,megafauna
Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,Benthodytes,Benthodytes sp. type 2,megafauna
Mollusca,Gastropoda,Neogastropoda,Mangeliidae,,Mangeliidae,Benthomangelia sp A,macrofauna
Mollusca,Gastropoda,Neogastropoda,Mangeliidae,,Mangeliidae,Benthomangelia sp. (NHM_297),macrofauna
Echinodermata,Holothuroidea,Persiculida,,Benthothuria,Benthothuria,Benthothuria msp.,megafauna
Annelida,Polychaeta,,Orbiniidae,Berkeleyia,Berkeleyia,Berkeleya sp.A,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Betamorpha,Betamorpha,Betamorpha 352,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Betamorpha,Betamorpha,Betamorpha Mu40,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Betamorpha,Betamorpha,Betamorpha Mu41,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Betamorpha,Betamorpha,Betamorpha Mu42,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Betamorpha,Betamorpha,Betamorpha Mu46,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Betamorpha,Betamorpha,Betamorpha Mu69,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Betamorpha,Betamorpha,Betamorpha Mu70,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Betamorpha,Betamorpha,Betamorpha sp. 1,macrofauna
Bryozoa,Gymnolaemata,Cheilostomatida,Bifaxariidae,,Bifaxariidae,Bifaxariidae sp A,macrofauna
Bryozoa,Gymnolaemata,Cheilostomatida,Bifaxariidae,,Bifaxariidae,Bifaxariidae sp. (NHM_164),macrofauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia D-Stage 1 (Morphotype),macrofauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia D-Stage 2 (Morphotype),macrofauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia morphotype 1,megafauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia sp. (NHM_040),macrofauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia sp. (NHM_063),macrofauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia sp. (NHM_079),macrofauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia sp. (NHM_1115),macrofauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia sp. (NHM_153),macrofauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia sp. 1,megafauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia Umbo-Stage 1 (Morphotype),macrofauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia Umbo-Stage 2 (Morphotype),macrofauna
Mollusca,Bivalvia,,,,Bivalvia,Bivalvia Umbo-Stage 3 (Morphotype),macrofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Bodinia,Bodinia,Bodinia sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Bodinia,Bodinia,Bodinia sp. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Bodinia,Bodinia,Bodinia sp. 3,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Bodinia,Bodinia,Bodinia sp. 4,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Bodinia,Bodinia,Bodinia sp. 5,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Bodinia,Bodinia,Bodinia sp. 6,meiofauna
Nematoda,Chromadorea,Araeolaimida,Bodonematidae,Bodonema,Bodonema,Bodonema sp_1,meiofauna
Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Bogenfelsia,Bogenfelsia,Bogenfelsia sp. 1,macrofauna
Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,,Euplectellidae,Bolosominae stet. CCZ_198,megafauna
Arthropoda,Malacostraca,Isopoda,Bopyridae,,Bopyridae,Bopyridae sp.1,macrofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Boreolimella,Boreolimella,Boreolimella sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Boreolimella,Boreolimella,Boreolimella sp. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Boreolimella,Boreolimella,Boreolimella sp. 3,meiofauna
Echinodermata,Crinoidea,Bourgueticrinida,,,Bourgueticrinina,Bourgueticrinida morphotype 1,megafauna
Echinodermata,Crinoidea,Bourgueticrinida,,,Bourgueticrinina,Bourgueticrinida morphotype 2,megafauna
Echinodermata,Crinoidea,Comatulida,,,Bourgueticrinina,Bourgueticrinida sp. 1,megafauna
Echinodermata,Crinoidea,Comatulida,,,Bourgueticrinina,Bourgueticrinida sp. 2,megafauna
Echinodermata,Crinoidea,Comatulida,,,Bourgueticrinina,Bourgueticrinina msp. 1,megafauna
Brachiopoda,,,,,Brachiopoda,Brachiopoda sp A,macrofauna
Brachiopoda,,,,,Brachiopoda,Brachiopoda sp. (NHM_1588),macrofauna
Brachiopoda,,,,,Brachiopoda,Brachiopoda sp. (NHM_1848),macrofauna
Brachiopoda,,,,,Brachiopoda,Brachiopoda sp. (NHM_430),macrofauna
Annelida,Polychaeta,Terebellida,Flabelligeridae,,Flabelligeridae,Brada sp H,macrofauna
Annelida,Polychaeta,Terebellida,Flabelligeridae,,Flabelligeridae,Brada sp. (NHM_045),macrofauna
Annelida,Polychaeta,Terebellida,Flabelligeridae,,Flabelligeridae,Brada? 904,macrofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 10,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 11,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 12,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 13,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 14,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 15,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 16,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 17,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 18,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 19,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 20,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 21,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 22,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 23,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 24,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 25,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 26,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 27,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 28,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 29,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 3,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 30,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 4,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 5,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 6,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 7,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 8,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Bradya,Bradya,Bradya sp. 9,meiofauna
Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,Bradyidius,Bradyidius sp. 1,macrofauna
Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Branchiocerianthus,Branchiocerianthus,Branchiocerianthus msp. ,megafauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Brania,Brania,Brania 867,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Brania,Brania,Brania 944,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,Anguillosyllis,Braniella sp.A,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,Anguillosyllis,Braniella sp.B,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,Anguillosyllis,Braniella sp.Cl,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,Anguillosyllis,Braniella sp.D,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,Anguillosyllis,Braniella sp.E,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,Anguillosyllis,Braniella sp.F,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,Anguillosyllis,Braniella sp.G,macrofauna
Echinodermata,Asteroidea,Brisingida,,,Brisingida,Brisingida msp. 1 (6 arms – orange),megafauna
Echinodermata,Asteroidea,Brisingida,,,Brisingida,Brisingida msp. 1 (8 arms – orange),megafauna
Echinodermata,Asteroidea,Brisingida,,,Brisingida,Brisingida msp. 3 (6 arms – white),megafauna
Echinodermata,Asteroidea,Brisingida,,,Brisingida,Brisingida msp. 4 (9–10 arms),megafauna
Echinodermata,Asteroidea,Brisingida,,,Brisingida,Brisingida mtp,megafauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Bruunilla,Bruunilla,Bruunilla sp. 651,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Bruunilla,Bruunilla,Bruunilla sp. 659-8,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Bruunilla,Bruunilla,Bruunilla sp. 664,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Bruunilla,Bruunilla,Bruunilla sp. 668-1,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Bruunilla,Bruunilla,Bruunilla sp. 668-2,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Bruunilla,Bruunilla,Bruunilla sp. 692,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Bruunilla,Bruunilla,Bruunilla sp. 692 ,macrofauna
Bryozoa,,,,,Bryozoa,Bryozoa,macrofauna
Bryozoa,,,,,Bryozoa,Bryozoa genus and species indet,macrofauna
Bryozoa,,,,,Bryozoa,Bryozoa morphotype 1,megafauna
Bryozoa,,,,,Bryozoa,Bryozoa msp. 2,macrofauna
Bryozoa,,,,,Bryozoa ,Bryozoa mtp-BRY_007,megafauna
Bryozoa,,,,,Bryozoa ,Bryozoa mtp-BRY_009,megafauna
Bryozoa,,,,,Bryozoa ,Bryozoa mtp-BRY_012,megafauna
Bryozoa,,,,,Bryozoa,Bryozoa sp. (NHM_1213),macrofauna
Bryozoa,Gymnolaemata,Cheilostomata,,,Cheilostomatida,Bryozoa sp. (NHM_474),macrofauna
Bryozoa,,,,,Bryozoa,Bryozoa sp. 1,megafauna
Bryozoa,,,,,Bryozoa,Bryozoa sp. 1*,macrofauna
Bryozoa,,,,,Bryozoa,Bryozoa sp. 2,megafauna
Nematoda,Chromadorea,Desmodorida,Microlaimidae,Caligocanna,Caligocanna,Caligocanna sp_1,meiofauna
Nematoda,Chromadorea,Plectida,Camacolaimidae,Camacolaimus,Deontolaimus,Camacolaimus sp_1,meiofauna
Nematoda,Chromadorea,Plectida,Camacolaimidae,Camacolaimus,Deontolaimus,Camacolaimus sp_2,meiofauna
Nematoda,Chromadorea,Plectida,Camacolaimidae,Camacolaimus,Deontolaimus,Camacolaimus sp_3,meiofauna
Nematoda,Chromadorea,Plectida,Camacolaimidae,Camacolaimus,Deontolaimus,Camacolaimus sp_4,meiofauna
Nematoda,Chromadorea,Plectida,Camacolaimidae,Camacolaimus,Deontolaimus,Camacolaimus sp_5,meiofauna
Nematoda,Chromadorea,Plectida,Camacolaimidae,Camacolaimus,Deontolaimus,Camacolaimus sp_6,meiofauna
Nematoda,Chromadorea,Plectida,Camacolaimidae,Camacolaimus,Deontolaimus,Camacolaimus spp,meiofauna
Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Camptolites,Camptoplites,Camptolites sp. A,macrofauna
Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Camptoplites,Camptoplites,Camptoplites sp. 25 (NHM_1552),macrofauna
Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Camptoplites,Camptoplites,Camptoplites sp. 9 (NHM_057),macrofauna
Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Campylaimus,Campylaimus,Campylaimus sp_1,meiofauna
Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Campylaimus,Campylaimus,Campylaimus sp_2,meiofauna
Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Campylaimus,Campylaimus,Campylaimus sp_3,meiofauna
Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspides,Campylaspides,Campylaspides sp.1,macrofauna
Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspides,Campylaspides,Campylaspides sp.2,macrofauna
Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,,Candidae,Candidae sp A,macrofauna
Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,,Candidae,Candidae sp B,macrofauna
Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,,Candidae,Candidae sp. (NHM_106),macrofauna
Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,,Candidae,Candidae sp. (NHM_118),macrofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae n. gen,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 10,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 11,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 12,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 3,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 4,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 5,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 6,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 7,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 8,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,Canthocamptidae,Canthocamptidae sp. 9,meiofauna
Arthropoda,Copepoda,Canuelloida,Canuellidae,,Canuellidae,Canuelidae sp. 1,meiofauna
Annelida,Polychaeta,,Capitellidae,Capitella,Capitella,Capitella sp. 2580,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellid_GenusA 882,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellid_GenusB 892,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae 901,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp A,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. (NHM_1486),macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. (NHM_162),macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. 1,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. 2077,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. 2080,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. 2404,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. 2443,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. 2454,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. 2798,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. 290,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp. NHM# 1486,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp.1,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp.A,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp.B,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp.C,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae sp.D,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae species #1718,macrofauna
Annelida,Polychaeta,,Capitellidae,,Capitellidae,Capitellidae species #1821,macrofauna
Nematoda,Chromadorea,Monhysterida,Xyalidae,Capsula,Capsula,Capsula sp_1,meiofauna
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Carpoapseudes,Carpoapseudes,Carpoapseudes sp. 23009,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Carpoapseudes,Carpoapseudes,Carpoapseudes species 118 ,macrofauna
Mollusca,Bivalvia,Pectinida,Propeamussiidae,Catillopecten,Catillopecten,Catillopecten sp. (NHM_105),macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Caudalonga,Caudalonga,Caudalonga species #74,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Caudalonga,Caudalonga,Caudalonga species 74,macrofauna
Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,Caulleriella,Cauleriella sp.A,macrofauna
Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,Caulleriella,Caulleriella sp. A PIP_96,macrofauna
Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,Caulleriella,Caulleriella sp.A,macrofauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,Caulophacus morphotype 1,megafauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,Caulophacus n. sp. 1,megafauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,Caulophacus n. sp. 2,megafauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,Caulophacus sp (NHM_080),megafauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,Caulophacus sp A,megafauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,Caulophacus sp. 1,megafauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,Caulophacus sp. 2,megafauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,Caulophacus sp. 4,megafauna
Arthropoda,Copepoda,Cyclopoida,Erebonasteridae,Centobnaster,Centobnaster,Centobnaster sp. 1,macrofauna
Nematoda,Chromadorea,Plectida,Ceramonematidae,Ceramonema,Ceramonema,Ceramonema sp_1,meiofauna
Nematoda,Chromadorea,Plectida,Ceramonematidae,Ceramonema,Ceramonema,Ceramonema sp_2,meiofauna
Nematoda,Chromadorea,Plectida,Ceramonematidae,Ceramonema,Ceramonema,Ceramonema sp_3,meiofauna
Nematoda,Chromadorea,Plectida,Ceramonematidae,Ceramonema,Ceramonema,Ceramonema sp_4,meiofauna
Nematoda,Chromadorea,Plectida,Ceramonematidae,Ceramonema,Ceramonema,Ceramonema sp_5,meiofauna
Nematoda,Chromadorea,Plectida,Ceramonematidae,Ceramonema,Ceramonema,Ceramonema sp_6,meiofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratocephale,Ceratocephale,Ceratocephale  sp. 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratocephale,Ceratocephale,Ceratocephale 906,macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratocephale,Ceratocephale,Ceratocephale 908,macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratocephale,Ceratocephale,Ceratocephale sp. (NHM_1928),macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratocephale,Ceratocephale,Ceratocephale sp. 2,macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratocephale,Ceratocephale,Ceratocephale sp. 2572,macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratocephale,Ceratocephale,Ceratocephale sp. A,macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratocephale,Ceratocephale,Ceratocephale sp.A,macrofauna
Nemertea,Pilidiophora,Heteronemertea,Lineidae,Cerebratulus,Cerebratulus,Cerebratulus sp A,macrofauna
Cnidaria,Anthozoa,,,,Ceriantharia,Ceriantharia morphotype 1,megafauna
Cnidaria,Anthozoa,,,,Ceriantharia,Ceriantharia msp. 1,megafauna
Cnidaria,Anthozoa,,,,Ceriantharia,Ceriantharia msp. 2,megafauna
Cnidaria,Anthozoa,,,,Ceriantharia ,Ceriantharia mtp-CER_008,megafauna
Cnidaria,Anthozoa,,,,Ceriantharia,Ceriantharia mtps,megafauna
Cnidaria,Anthozoa,,,,Ceriantharia,Ceriantharia sp. 1,megafauna
Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Cervinia,Cervinia,Cervinia sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Cerviniopsis,Cerviniopsis,Cerviniopsis sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Cerviniopsis,Cerviniopsis,Cerviniopsis sp. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,Aegisthidae,Cerviniopsis,Cerviniopsis,Cervinopsis sp. 1,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Cervonema,Cervonema,Cervonema sp_1,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Cervonema,Cervonema,Cervonema sp_2,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Cervonema,Cervonema,Cervonema sp_3,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Cervonema,Cervonema,Cervonema sp_4,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Cervonema,Cervonema,Cervonema sp_5,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Cervonema,Cervonema,Cervonema sp_6,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Cervonema,Cervonema,Cervonema sp_7,meiofauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Cervonema,Cervonema,Cervonema sp_8,meiofauna
Annelida,Polychaeta,Sabellida,Sabellidae,,Sabellidae,cf Amphicorina sp. 255,macrofauna
Annelida,Polychaeta,Sabellida,Sabellidae,,Sabellidae,cf Amphicorina sp. 282,macrofauna
Annelida,Polychaeta,,Scalibregmatidae,,Scalibregmatidae,cf Asclerocheilus sp. 2470,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,cf Eumida sp. 2565,macrofauna
Annelida,Polychaeta,Terebellida,Flabelligeridae,,Flabelligeridae,cf Flabelliderma sp. 425a,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,cf Gyptis sp. 39,macrofauna
