rec,INCL,incl_note,paper,REF2/DATASET,basisOfRecord,named_spp,taxonConceptID,scientificName,NAME,COUNT,rec-single,spec_note,typeStatus,TO_DO,qual_level,qual,ABSENSE,taxonRank,tr_w_tcid,Phylum,Class,Order,Family,Genus,Species,AphiaID_accepted,Authority_accepted,size_cat,VESSEL,CRUISE,CONTRACT_AREA,CA_ED,CA_TEST,sub-area,inc_site_analysis,STATION,STN_ED,deployment,STN-DEPLOY,SITE_STRING_V1,fraction,habitat,nodule_pres,region,LAT-START,LONG-START,LAT-END,LONG-END,VERB-LAT-START,VERB-LONG-START,VERB_LAT-END2,VERB-LONG-END,max_depth/start_depth,min_depth/end_depth,depth_qual,DATE,date_to_ed,sampling_method,sampling_method_ED,sampling_dets,QUANTITATIVE,FULLY_PROCESSED,duration,AREA,collector,year,type_loc,sampleID,data_source,taxonRank,CCZ_endemic,identificationQualifier,inc_type_loc_map,note,site_NOTES,orig_row,external_row
3207,,,Wilson_2017,iso,,NO,Chelator 333,Chelator,Chelator 333,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Chelator,,118317,"Hessler, 1970",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ54,DJ54,,STN,DOMES #2_DJ54,,,,WEST,9.345,-151.408333333333,,,9°20.7?N,151°24.5?W,,,5064,,,22/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,50
2285,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA02,PRA02,,STN,BPRA 1_PRA02,,,,CENTRAL,12.93433333,-128.365666666667,,,12°56.06?N,128°21.94?W,,,4815,,,04/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1426
2287,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA12,PRA12,,STN,BPRA 1_PRA12,,,,CENTRAL,12.9485,-128.315166666667,,,12°56.91?N,128°18.91?W,,,4828,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1428
2288,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA15,PRA15,,STN,BPRA 1_PRA15,,,,CENTRAL,12.925,-128.3205,,,12°55.5?N,128°19.23?W,,,4741,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1429
2289,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA18,PRA18,,STN,BPRA 1_PRA18,,,,CENTRAL,12.97733333,-128.297333333333,,,12°58.64?N,128°17.84?W,,,4835,,,07/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1430
2290,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA19,PRA19,,STN,BPRA 1_PRA19,,,,CENTRAL,12.97183333,-128.346666666667,,,12°58.31?N,128°20.8?W,,,4746,,,07/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1431
4060,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H347,H347,,STN,ECHO I (C)_H347,,,,EAST,14.638,-125.449833333333,,,14°38.28?N,125°26.99?W,,,4511,,,13/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1433
4062,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H349,H349,,STN,ECHO I (C)_H349,,,,EAST,14.63983333,-125.453,,,14°38.39?N,125°27.18?W,,,4517,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1435
4065,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H362,H362,,STN,ECHO I (C)_H362,,,,EAST,14.70133333,-125.431,,,14°42.08?N,125°25.86?W,,,4480,,,18/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1438
4417,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H355,H355,,STN,ECHO I (T)_H355,,,,EAST,14.6995,-125.4045,,,14°41.97?N,125°24.27?W,,,4510,,,19/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1440
2286,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,2,no,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA08,PRA08,,STN,BPRA 1_PRA08,,,,CENTRAL,12.9095,-128.345,,,12°54.57?N,128°20.7?W,,,4797,,,05/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1427
4061,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,2,no,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H348,H348,,STN,ECHO I (C)_H348,,,,EAST,14.6345,-125.460833333333,,,14°38.07?N,125°27.65?W,,,4504,,,13/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1434
4063,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,2,no,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H350,H350,,STN,ECHO I (C)_H350,,,,EAST,14.63533333,-125.447,,,14°38.12?N,125°26.82?W,,,4506,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1436
4064,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,3,no,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (N),,GSR,GSR,GSR B4,,H361,H361,,STN,ECHO I (N)_H361,,,,EAST,14.68,-125.367333333333,,,14°40.8?N,125°22.04?W,,,4567,,,18/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1437
4418,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,3,no,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H356,H356,,STN,ECHO I (T)_H356,,,,EAST,14.7075,-125.4045,,,14°42.45?N,125°24.27?W,,,4518,,,21/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1441
2291,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,4,no,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA21,PRA21,,STN,BPRA 1_PRA21,,,,CENTRAL,12.97733333,-128.316666666667,,,12°58.64?N,128°19?W,,,4782,,,08/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1432
4416,,,Wilson_2017,poly,,NO,Chone sp. A,Chone,Chone sp. A,5,no,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H353,H353,,STN,ECHO I (T)_H353,,,,EAST,14.7015,-125.4045,,,14°42.09?N,125°24.27?W,,,4516,,,18/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1439
4066,,,Wilson_2017,poly,,NO,Chone sp. B,Chone,Chone sp. B,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H347,H347,,STN,ECHO I (C)_H347,,,,EAST,14.638,-125.449833333333,,,14°38.28?N,125°26.99?W,,,4511,,,13/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1442
4067,,,Wilson_2017,poly,,NO,Chone sp. B,Chone,Chone sp. B,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H349,H349,,STN,ECHO I (C)_H349,,,,EAST,14.63983333,-125.453,,,14°38.39?N,125°27.18?W,,,4517,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1443
4068,,,Wilson_2017,poly,,NO,Chone sp. B,Chone,Chone sp. B,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H362,H362,,STN,ECHO I (C)_H362,,,,EAST,14.70133333,-125.431,,,14°42.08?N,125°25.86?W,,,4480,,,18/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1444
4419,,,Wilson_2017,poly,,NO,Chone sp. B,Chone,Chone sp. B,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H353,H353,,STN,ECHO I (T)_H353,,,,EAST,14.7015,-125.4045,,,14°42.09?N,125°24.27?W,,,4516,,,18/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1445
4420,,,Wilson_2017,poly,,NO,Chone sp. B,Chone,Chone sp. B,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,,129525,"Krøyer, 1856",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H355,H355,,STN,ECHO I (T)_H355,,,,EAST,14.6995,-125.4045,,,14°41.97?N,125°24.27?W,,,4510,,,19/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1446
4421,,,Wilson_2017,poly,,NO,Cirratulidae sp. A,Cirratulidae,Cirratulidae sp. A,1,yes,,,,,,,family,temp name,Annelida,Polychaeta,Terebellida,Cirratulidae,,,919,"Ryckholt, 1851",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H355,H355,,STN,ECHO I (T)_H355,,,,EAST,14.6995,-125.4045,,,14°41.97?N,125°24.27?W,,,4510,,,19/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1448
2293,,,Wilson_2017,poly,,NO,Cirrophorous sp. A,Cirrophorus,Cirrophorous sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,,Paraonidae,Cirrophorus,,129431,"Ehlers, 1908",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA08,PRA08,,STN,BPRA 1_PRA08,,,,CENTRAL,12.9095,-128.345,,,12°54.57?N,128°20.7?W,,,4797,,,05/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1449
2294,,,Wilson_2017,poly,,NO,Cirrophorous sp. A,Cirrophorus,Cirrophorous sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,,Paraonidae,Cirrophorus,,129431,"Ehlers, 1908",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA12,PRA12,,STN,BPRA 1_PRA12,,,,CENTRAL,12.9485,-128.315166666667,,,12°56.91?N,128°18.91?W,,,4828,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1450
2974,,,Wilson_2017,poly,,NO,Cirrophorous sp. A,Cirrophorus,Cirrophorous sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,,Paraonidae,Cirrophorus,,129431,"Ehlers, 1908",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ20,DJ20,,STN,DOMES #1_DJ20,,,,WEST,9.33,-151.585,,,9°19.8?N,151°35.1?W,,,5260,,,27/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,1452
2975,,,Wilson_2017,poly,,NO,Cirrophorous sp. A,Cirrophorus,Cirrophorous sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,,Paraonidae,Cirrophorus,,129431,"Ehlers, 1908",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ23,DJ23,,STN,DOMES #1_DJ23,,,,WEST,9.553833333,-151.638833333333,,,9°33.23?N,151°38.33?W,,,4934,,,28/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,1453
2976,,,Wilson_2017,poly,,NO,Cirrophorous sp. A,Cirrophorus,Cirrophorous sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,,Paraonidae,Cirrophorus,,129431,"Ehlers, 1908",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ39,DJ39,,STN,DOMES #1_DJ39,,,,WEST,9.596666667,-151.113333333333,,,9°35.8?N,151°6.8?W,,,5117,,,03/12/1977,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1454
2295,,,Wilson_2017,poly,,NO,Cirrophorous sp. A,Cirrophorus,Cirrophorous sp. A,2,no,,,,,,,genus,temp name,Annelida,Polychaeta,,Paraonidae,Cirrophorus,,129431,"Ehlers, 1908",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA17,PRA17,,STN,BPRA 1_PRA17,,,,CENTRAL,12.97183333,-128.366,,,12°58.31?N,128°21.96?W,,,4854,,,07/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1451
4069,,,Wilson_2017,poly,,NO,Clavisyllis(?) sp. A,Polychaeta,Clavisyllis(?) sp. A,1,yes,,,,,,,class,temp name,Annelida,Polychaeta,,,,,883,"Grube, 1850",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H351,H351,,STN,ECHO I (C)_H351,,,,EAST,14.62716667,-125.439666666667,,,14°37.63?N,125°26.38?W,,,4516,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1455
4422,,,Wilson_2017,poly,,NO,Clavisyllis(?) sp. A,Polychaeta,Clavisyllis(?) sp. A,1,yes,,,,,,,class,temp name,Annelida,Polychaeta,,,,,883,"Grube, 1850",macrofauna,,ECHO I (T),,GSR,GSR,GSR B4,,H356,H356,,STN,ECHO I (T)_H356,,,,EAST,14.7075,-125.4045,,,14°42.45?N,125°24.27?W,,,4518,,,21/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1456
2770,,,Wilson_2017,tanaid,,NO,Collettea sp. 23011,Collettea,Collettea sp. 23011,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Collettea,,136208,"Lang, 1973",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ39,DJ39,,STN,DOMES #1_DJ39,,,,WEST,9.596666667,-151.113333333333,,,9°35.8?N,151°6.8?W,,,5117,,,03/12/1977,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,583
3903,,,Wilson_2017,tanaid,,NO,Collettea sp. 23011,Collettea,Collettea sp. 23011,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Collettea,,136208,"Lang, 1973",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H347,H347,,STN,ECHO I (C)_H347,5-10 cm,,,EAST,14.638,-125.449833333333,,,14°38.28?N,125°26.99?W,,,4511,,,13/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,584
3904,,,Wilson_2017,tanaid,,NO,Collettea sp. 23011,Collettea,Collettea sp. 23011,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Collettea,,136208,"Lang, 1973",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H352,H352,,STN,ECHO I (C)_H352,1-5 cm,,,EAST,14.63683333,-125.438666666667,,,14°38.21?N,125°26.32?W,,,4502,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,585
2771,,,Wilson_2017,tanaid,,NO,Collettea sp. 23012,Collettea,Collettea sp. 23012,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Collettea,,136208,"Lang, 1973",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ32,DJ32,,STN,DOMES #1_DJ32,,,,WEST,9.266666667,-151.935,,,9°16?N,151°56.1?W,,,5043,,,30/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,586
3348,,,Wilson_2017,tanaid,,NO,Collettea sp. 23012,Collettea,Collettea sp. 23012,3,no,,,,,,,genus,temp name,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Collettea,,136208,"Lang, 1973",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ63,DJ63,,STN,DOMES #2_DJ63,,,,WEST,9.413333333,-151.503333333333,,,9°24.8?N,151°30.2?W,,,5215,,,24/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,587
3208,,,Wilson_2017,iso,,NO,Dendromunna 369,Dendromunna,Dendromunna 369,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Dendrotionidae,Dendromunna,,118313,"Menzies, 1962",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ62,DJ62,,STN,DOMES #2_DJ62,,,,WEST,9.253333333,-151.275,,,9°15.2?N,151°16.5?W,,,4921,,,24/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,51
2678,,,Wilson_2017,iso,,NO,Desmosoma 335,Desmosoma,Desmosoma 335,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Desmosoma,,118319,"G. O. Sars, 1864",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ08,DJ08,,STN,DOMES #1_DJ08,,,,WEST,9.4205,-151.574333333333,,,9°25.23?N,151°34.46?W,,,5205,,,24/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,52
2679,,,Wilson_2017,iso,,NO,Desmosoma 335,Desmosoma,Desmosoma 335,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Desmosoma,,118319,"G. O. Sars, 1864",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ11,DJ11,,STN,DOMES #1_DJ11,,,,WEST,9.391666667,-151.375,,,9°23.5?N,151°22.5?W,,,5174,,,25/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,53
3209,,,Wilson_2017,iso,,NO,Desmosoma 335,Desmosoma,Desmosoma 335,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Desmosoma,,118319,"G. O. Sars, 1864",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ52,DJ52,,STN,DOMES #2_DJ52,,,,WEST,9.306666667,-151.433333333333,,,9°18.4?N,151°26?W,,,5093,,,21/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,54
3210,,,Wilson_2017,iso,,NO,Desmosoma 336,Desmosoma,Desmosoma 336,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Desmosoma,,118319,"G. O. Sars, 1864",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ42,DJ42,,STN,DOMES #2_DJ42,,,,WEST,9.393333333,-151.468333333333,,,9°23.6?N,151°28.1?W,,,5219,,,19/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,55
2296,,,Wilson_2017,poly,,NO,Diplocirrus sp. A,Diplocirrus,Diplocirrus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA13,PRA13,,STN,BPRA 1_PRA13,,,,CENTRAL,12.91783333,-128.282666666667,,,12°55.07?N,128°16.96?W,,,4775,,,06/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1457
2297,,,Wilson_2017,poly,,NO,Diplocirrus sp. A,Diplocirrus,Diplocirrus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA18,PRA18,,STN,BPRA 1_PRA18,,,,CENTRAL,12.97733333,-128.297333333333,,,12°58.64?N,128°17.84?W,,,4835,,,07/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1458
3592,,,Wilson_2017,poly,,NO,Diplocirrus sp. A,Diplocirrus,Diplocirrus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ40,DJ40,,STN,DOMES #2_DJ40,,,,WEST,9.391666667,-151.486666666667,,,9°23.5?N,151°29.2?W,,,5256,,,18/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1459
3593,,,Wilson_2017,poly,,NO,Diplocirrus sp. A,Diplocirrus,Diplocirrus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ54,DJ54,,STN,DOMES #2_DJ54,,,,WEST,9.345,-151.408333333333,,,9°20.7?N,151°24.5?W,,,5064,,,22/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1460
3594,,,Wilson_2017,poly,,NO,Diplocirrus sp. A,Diplocirrus,Diplocirrus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ60,DJ60,,STN,DOMES #2_DJ60,,,,WEST,9.333333333,-151.436666666667,,,9°20?N,151°26.2?W,,,5196,,,23/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1461
3595,,,Wilson_2017,poly,,NO,Diplocirrus sp. A,Diplocirrus,Diplocirrus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ70,DJ70,,STN,DOMES #2_DJ70,,,,WEST,9.278333333,-151.478333333333,,,9°16.7?N,151°28.7?W,,,4942,,,26/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1462
3596,,,Wilson_2017,poly,,NO,Diplocirrus sp. A,Diplocirrus,Diplocirrus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ72,DJ72,,STN,DOMES #2_DJ72,,,,WEST,9.563333333,-151.355,,,9°33.8?N,151°21.3?W,,,5240,,,27/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1463
3597,,,Wilson_2017,poly,,NO,Diplocirrus sp. A,Diplocirrus,Diplocirrus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,DOMES #2,,COMRA,COMRA,Com1a,,DJ75,DJ75,,STN,DOMES #2_DJ75,,,,WEST,9.395,-151.285,,,9°23.7?N,151°17.1?W,,,5216,,,27/05/1978,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1464
4071,,,Wilson_2017,poly,,NO,Diplocirrus sp. A,Diplocirrus,Diplocirrus sp. A,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H360,H360,,STN,ECHO I (C)_H360,,,,EAST,14.68966667,-125.458833333333,,,14°41.38?N,125°27.53?W,,,4500,,,17/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1466
4070,,,Wilson_2017,poly,,NO,Diplocirrus sp. A,Diplocirrus,Diplocirrus sp. A,2,no,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,ECHO I (C),,GSR,GSR,GSR B4,,H349,H349,,STN,ECHO I (C)_H349,,,,EAST,14.63983333,-125.453,,,14°38.39?N,125°27.18?W,,,4517,,,14/06/1983,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,1465
2977,,,Wilson_2017,poly,,NO,Diplocirrus sp. B,Diplocirrus,Diplocirrus sp. B,1,yes,,,,,,,genus,temp name,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,129290,"Haase, 1915",macrofauna,,DOMES #1,,COMRA,COMRA,Com1a,,DJ32,DJ32,,STN,DOMES #1_DJ32,,,,WEST,9.266666667,-151.935,,,9°16?N,151°56.1?W,,,5043,,,30/11/1977,,"BC,THIEL",box core,,,,,,,,,,,,,,,,,,1467
2000,,,Wilson_2017,iso,,NO,Disconectes 105,Disconectes,Disconectes 105,1,yes,,,,,,,genus,temp name,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,,118339,"Wilson & Hessler, 1981",macrofauna,,BPRA 1,,,APEI-13,,just east APEI-13,PRA17,PRA17,,STN,BPRA 1_PRA17,1-5cm,,,CENTRAL,12.97183333,-128.366,,,12°58.31?N,128°21.96?W,,,4854,,,07/10/1989,,"BC,SANDIA",box core,,,,,,,,,,,,,,,,,,59
