rec,INCL,incl_note,paper,REF2/DATASET,basisOfRecord,named_spp,taxonConceptID,scientificName,NAME,COUNT,rec-single,spec_note,typeStatus,TO_DO,qual_level,qual,ABSENSE,taxonRank,tr_w_tcid,Phylum,Class,Order,Family,Genus,Species,AphiaID_accepted,Authority_accepted,size_cat,VESSEL,CRUISE,CONTRACT_AREA,CA_ED,CA_TEST,sub-area,inc_site_analysis,STATION,STN_ED,deployment,STN-DEPLOY,SITE_STRING_V1,fraction,habitat,nodule_pres,region,LAT-START,LONG-START,LAT-END,LONG-END,VERB-LAT-START,VERB-LONG-START,VERB_LAT-END2,VERB-LONG-END,max_depth/start_depth,min_depth/end_depth,depth_qual,DATE,date_to_ed,sampling_method,sampling_method_ED,sampling_dets,QUANTITATIVE,FULLY_PROCESSED,duration,AREA,collector,year,type_loc,sampleID,data_source,taxonRank,CCZ_endemic,identificationQualifier,inc_type_loc_map,note,site_NOTES,orig_row,external_row
1079,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Elpidiidae morphospecies 1,Elpidiidae,cf. Elpidiidae morphospecies 1,1,NA,Imaged only,additional material,,,,,family,family,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,,,123191,"Théel, 1882",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 6 (RV06),,Dive 6 (RV06),STN,AB01_Dive 6 (RV06),,,,EAST,13.8554,-116.5477,,,13.8554,-116.5477,,,4020,,,2013-10-21,,Remotely Operated Vehicle,ROV,,,,,,,,,,,family,,,,,,,
1080,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Elpidiidae morphospecies 2,Elpidiidae,cf. Elpidiidae morphospecies 2,1,NA,Imaged only,additional material,,,,,family,family,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,,,123191,"Théel, 1882",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 9 (AV09),,Dive 9 (AV09),STN,AB02_Dive 9 (AV09),,,,EAST,12.4988,-116.6496,,,12.4988,-116.6496,,,4254,,,2015-03-18,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,family,,,,,,,
1081,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Enypniastes morphospecies ,Enypniastes,cf. Enypniastes morphospecies ,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Elasipodida,Pelagothuriidae,Enypniastes,,123526,"Théel, 1882",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,CA02,,CA02,STN,AB02_CA02,,,,EAST,12.5669,-116.7084,,,12.5669,-116.7084,,,4200,,,2015-02-21,,Baited Camera,baited camera lander,,,,,,,,,,,genus,,,,,,,
1085,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Freyella morphospecies ,Freyella ,cf. Freyella morphospecies ,1,NA,Imaged only,additional material,,,,,family,family,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,976,"de Saint-Joseph, 1894",,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 3 (RV03),,Dive 3 (RV03),STN,AB01_Dive 3 (RV03),,,,EAST,13.9588,-116.5605,,,13.9588,-116.5605,,,4050,,,2013-10-16,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1086,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Freyella morphospecies ,Freyella ,cf. Freyella morphospecies ,1,NA,Imaged only,additional material,,,,,family,family,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,976,"de Saint-Joseph, 1894",,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 6 (RV06),,Dive 6 (RV06),STN,AB01_Dive 6 (RV06),,,,EAST,13.8551,-116.5477,,,13.8551,-116.5477,,,4020,,,2013-10-21,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1087,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Freyella morphospecies ,Freyella ,cf. Freyella morphospecies ,1,NA,Imaged only,additional material,,,,,family,family,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,976,"de Saint-Joseph, 1894",,RV Melville Cruise MV1313,AB01,Site EPIRB,APEI-12,APEI-12,Site EPIRB,add station,Dive 7 (RV07),,Dive 7 (RV07),STN,AB01_Dive 7 (RV07),,,,EAST,13.6794,-114.4133,,,13.6794,-114.4133,,,3943,,,2013-10-23,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1088,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Freyella morphospecies ,Freyella ,cf. Freyella morphospecies ,1,NA,Imaged only,additional material,,,,,family,family,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,976,"de Saint-Joseph, 1894",,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 9 (AV09),,Dive 9 (AV09),STN,AB02_Dive 9 (AV09),,,,EAST,12.5011,-116.6442,,,12.5011,-116.6442,,,4250,,,2015-03-18,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,genus,,,,,,,
1090,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Holasteroida morphospecies 1,Holasteroida,cf. Holasteroida morphospecies 1,1,NA,Imaged only,additional material,,,,,order,order,Echinodermata,Echinoidea,Holasteroida,,,,160733,"Durham & Melville, 1957",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 6 (AV06),,Dive 6 (AV06),STN,AB02_Dive 6 (AV06),,,,EAST,12.5797,-116.7271,,,12.5797,-116.7271,,,4224,,,2015-03-09,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,order,,,,,,,
1089,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Holasteroida morphospecies 2,Holasteroida,cf. Holasteroida morphospecies 2,1,NA,Imaged only,additional material,,,,,order,order,Echinodermata,Echinoidea,Holasteroida,,,,160733,"Durham & Melville, 1957",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 5 (AV05),,Dive 5 (AV05),STN,AB02_Dive 5 (AV05),,,,EAST,12.4965,-116.64997,,,12.4965,-116.64997,,,4253,,,2015-03-04,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,order,,,,,,,
1091,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Holasteroida morphospecies 2,Holasteroida,cf. Holasteroida morphospecies 2,1,NA,Imaged only,additional material,,,,,order,order,Echinodermata,Echinoidea,Holasteroida,,,,160733,"Durham & Melville, 1957",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 6 (AV06),,Dive 6 (AV06),STN,AB02_Dive 6 (AV06),,,,EAST,12.5796,-116.7233,,,12.5796,-116.7233,,,4227,,,2015-03-09,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,order,,,,,,,
1092,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Hymenaster morphospecies 1,Hymenaster,cf. Hymenaster morphospecies 1,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,123333,"Wyville Thomson, 1873",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 6 (RV06),,Dive 6 (RV06),STN,AB01_Dive 6 (RV06),,,,EAST,13.86097,-116.5468,,,13.86097,-116.5468,,,4027,,,2013-10-21,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1093,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Hymenaster morphospecies 2,Hymenaster,cf. Hymenaster morphospecies 2,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,123333,"Wyville Thomson, 1873",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 6 (RV06),,Dive 6 (RV06),STN,AB01_Dive 6 (RV06),,,,EAST,13.8577,-116.5479,,,13.8577,-116.5479,,,4022,,,2013-10-21,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1094,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Hyocrinidae morphospecies 1,Hyocrinidae,cf. Hyocrinidae morphospecies 1,1,NA,Imaged only,additional material,,,,,family,family,Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,,,123155,"Carpenter, 1884",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 7 (RV07),,Dive 7 (RV07),STN,AB01_Dive 7 (RV07),,,,EAST,13.6787,-114.4072,,,13.6787,-114.4072,,,3919,,,2013-10-23,,Remotely Operated Vehicle,ROV,,,,,,,,,,,family,,,,,,,
1097,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Laetmogonidae morphospecies,Laetmogonidae,cf. Laetmogonidae morphospecies,1,NA,Imaged only,additional material,,,,,family,family,Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,,,123192,"Ekman, 1926",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 1 (RV01),,Dive 1 (RV01),STN,AB01_Dive 1 (RV01),,,,EAST,13.8498,-116.6456,,,13.8498,-116.6456,,,4107,,,2013-10-10,,Remotely Operated Vehicle,ROV,,,,,,,,,,,family,,,,,,,
1099,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Mesothuria morphospecies,Mesothuria,cf. Mesothuria morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,,123465,"Ludwig, 1894",megafauna,RV Melville Cruise MV1313,AB01,Site EPIRB,APEI-12,APEI-12,Site EPIRB,add station,Dive 7 (RV07),,Dive 7 (RV07),STN,AB01_Dive 7 (RV07),,,,EAST,13.6793,-114.4074,,,13.6793,-114.4074,,,3918,,,2013-10-23,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1098,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Mesothuria morphospecies,Mesothuria,cf. Mesothuria morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,,123465,"Ludwig, 1894",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 6 (AV06),,Dive 6 (AV06),STN,AB02_Dive 6 (AV06),,,,EAST,12.5767,-116.6767,,,12.5767,-116.6767,,,4221,,,2015-03-09,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,genus,,,,,,,
1100,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Molpadiodemas morphospecies,Molpadiodemas,cf. Molpadiodemas morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,,146109,"Heding, 1935",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 3 (RV03),,Dive 3 (RV03),STN,AB01_Dive 3 (RV03),,,,EAST,13.9608,-116.5548,,,13.9608,-116.5548,,,4053,,,2013-10-16,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1101,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Molpadiodemas morphospecies,Molpadiodemas,cf. Molpadiodemas morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,,146109,"Heding, 1935",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 3 (RV03),,Dive 3 (RV03),STN,AB01_Dive 3 (RV03),,,,EAST,13.9611,-116.5541,,,13.9611,-116.5541,,,4055,,,2013-10-16,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1102,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Molpadiodemas morphospecies,Molpadiodemas,cf. Molpadiodemas morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,,146109,"Heding, 1935",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 6 (AV06),,Dive 6 (AV06),STN,AB02_Dive 6 (AV06),,,,EAST,12.5801,-116.7228,,,12.5801,-116.7228,,,4228,,,2015-03-09,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,genus,,,,,,,
1103,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Molpadiodemas morphospecies,Molpadiodemas,cf. Molpadiodemas morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,,146109,"Heding, 1935",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 6 (AV06),,Dive 6 (AV06),STN,AB02_Dive 6 (AV06),,,,EAST,12.5708,-116.7066,,,12.5708,-116.7066,,,4213,,,2015-03-09,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,genus,,,,,,,
1104,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Oneirophanta morphospecies,Oneirophanta,cf. Oneirophanta morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,,123508,"Théel, 1879",megafauna,RV Melville Cruise MV1313,AB02,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 5 (AV05),,Dive 5 (AV05),STN,AB02_Dive 5 (AV05),,,,EAST,13.8627,-116.5484,,,13.8627,-116.5484,,,4033,,,2015-03-03,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,genus,,,,,,,
1105,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Ophiacantha morphospecies,Ophiacantha,cf. Ophiacantha morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiacantha,,123587,"Müller & Troschel, 1842",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 6 (RV06),,Dive 6 (RV06),STN,AB01_Dive 6 (RV06),,,,EAST,13.8604,-116.5484,,,13.8604,-116.5484,,,3935,,,2013-10-21,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1106,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Ophiacantha morphospecies,Ophiacantha,cf. Ophiacantha morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiacantha,,123587,"Müller & Troschel, 1842",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 6 (RV06),,Dive 6 (RV06),STN,AB01_Dive 6 (RV06),,,,EAST,13.8631,-116.5486,,,13.8631,-116.5486,,,4028,,,2013-10-21,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1108,,imagery,Amon_etal_2017a,,PreservedSpecimen,no,cf. Ophiotholia morphospecies,Ophiotholia,cf. Ophiotholia morphospecies,1,NA,"tissue and DNA voucher stored in 80% non-denatured
ethanol aqueous solution and remainder of animal preserved in 4% formaldehyde",additional material,,,,,genus,genus,Echinodermata,Ophiuroidea,Ophioscolecida,Ophiohelidae,Ophiotholia,,242434,"Lyman, 1880",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Boxcorer 02 (BC02),Boxcorer 02 (BC02),BC02,STN+DEPLY,AB02_Boxcorer 02 (BC02)_BC02,,,,EAST,12.367,-116.51695,,,12.367,-116.51695,,,4158,,,2015-02-17,,Boxcorer,box core,,,,,,,,,AB02-BC02-CS-02; NHM_524,,genus,,,,,,,
1112,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Ophiuroidea morphospecies,Ophiuroidea,cf. Ophiuroidea morphospecies,1,NA,Imaged only,additional material,,,,,class,class,Echinodermata,Ophiuroidea,,,,,123084,"Gray, 1840",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 6 (AV06),,Dive 6 (AV06),STN,AB02_Dive 6 (AV06),,,,EAST,12.5789,-116.6918,,,12.5789,-116.6918,,,4224,,,2015-03-09,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,class,,,,,,,
1113,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Ophiuroidea morphospecies,Ophiuroidea,cf. Ophiuroidea morphospecies,1,NA,Imaged only,additional material,,,,,class,class,Echinodermata,Ophiuroidea,,,,,123084,"Gray, 1840",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 9 (AV09),,Dive 9 (AV09),STN,AB02_Dive 9 (AV09),,,,EAST,12.5021,-116.64896,,,12.5021,-116.64896,,,4255,,,2015-03-18,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,class,,,,,,,
1114,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Ophiuroidea morphospecies,Ophiuroidea,cf. Ophiuroidea morphospecies,1,NA,Imaged only,additional material,,,,,class,class,Echinodermata,Ophiuroidea,,,,,123084,"Gray, 1840",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 9 (AV09),,Dive 9 (AV09),STN,AB02_Dive 9 (AV09),,,,EAST,12.5046,-116.6393,,,12.5046,-116.6393,,,4248,,,2015-03-18,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,class,,,,,,,
1115,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Paroriza morphospecies,Paroriza,cf. Paroriza morphospecies,2,no,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Persiculida,Gephyrothuriidae,Paroriza,,123467,"Hérouard, 1902",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 6 (AV06),,Dive 6 (AV06),STN,AB02_Dive 6 (AV06),,,,EAST,12.57799,-116.7028,,,12.57799,-116.7028,,,4217,,,2015-03-09,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,genus,,,,,,,
1117,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Paxillosida morphospecies 1,Paxillosida ,cf. Paxillosida morphospecies 1,1,NA,Imaged only,additional material,,,,,,,Echinodermata,Asteroidea,Paxillosida,,,,123088,"Perrier, 1884",,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 6 (RV06),,Dive 6 (RV06),STN,AB01_Dive 6 (RV06),,,,EAST,13.8593,-116.5482,,,13.8593,-116.5482,,,4022,,,2013-10-21,,Remotely Operated Vehicle,ROV,,,,,,,,,,,order,,,,,,,
1116,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Paxillosida morphospecies 2,Paxillosida ,cf. Paxillosida morphospecies 2,1,NA,Imaged only,additional material,,,,,,,Echinodermata,Asteroidea,Paxillosida,,,,123088,"Perrier, 1884",,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 1 (AV01),,Dive 1 (AV01),STN,AB02_Dive 1 (AV01),,,,EAST,12.3606,-116.5133,,,12.3606,-116.5133,,,4144,,,2015-02-18,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,order,,,,,,,
1119,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Peniagone morphospecies 1,Peniagone,cf. Peniagone morphospecies 1,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,,123515,"Théel, 1882",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 6 (AV06),,Dive 6 (AV06),STN,AB02_Dive 6 (AV06),,,,EAST,12.5887,-116.712,,,12.5887,-116.712,,,4211,,,2015-03-09,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,genus,,,,,,,
1118,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Peniagone morphospecies 2,Peniagone,cf. Peniagone morphospecies 2,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,,123515,"Théel, 1882",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 1 (AV01),,Dive 1 (AV01),STN,AB02_Dive 1 (AV01),,,,EAST,12.3712,-116.5117,,,12.3712,-116.5117,,,4150,,,2015-02-18,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,genus,,,,,,,
1120,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Peniagone morphospecies 2,Peniagone,cf. Peniagone morphospecies 2,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Peniagone,,123515,"Théel, 1882",megafauna,RV Thompson Cruise TN319,AB02,UK-1,UK-1,UK-1,UK-1 Stratum B,add station,Dive 6 (AV06),,Dive 6 (AV06),STN,AB02_Dive 6 (AV06),,,,EAST,12.5844,-116.7164,,,12.5844,-116.7164,,,4227,,,2015-03-09,,Autonomous Underwater Vehicle,AUV,,,,,,,,,,,genus,,,,,,,
1122,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Porcellanaster morphospecies,Porcellanaster,cf. Porcellanaster morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Porcellanaster,,123267,"Wyville Thomson, 1878",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 1 (RV01),,Dive 1 (RV01),STN,AB01_Dive 1 (RV01),,,,EAST,13.8501,-116.6456,,,13.8501,-116.6456,,,4110,,,2013-10-10,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1123,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Porcellanaster morphospecies,Porcellanaster,cf. Porcellanaster morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Porcellanaster,,123267,"Wyville Thomson, 1878",megafauna,RV Melville Cruise MV1313,AB01,Site EPIRB,APEI-12,APEI-12,Site EPIRB,add station,Dive 7 (RV07),,Dive 7 (RV07),STN,AB01_Dive 7 (RV07),,,,EAST,13.6794,-114.4137,,,13.6794,-114.4137,,,3947,,,2013-10-23,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1124,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Porcellanasteridae morphospecies 1,Porcellanasteridae,cf. Porcellanasteridae morphospecies 1,1,NA,Imaged only,additional material,,,,,family,family,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,,,123130,"Sladen, 1883",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 6 (RV06),,Dive 6 (RV06),STN,AB01_Dive 6 (RV06),,,,EAST,13.8632,-116.5464,,,13.8632,-116.5464,,,4029,,,2013-10-21,,Remotely Operated Vehicle,ROV,,,,,,,,,,,family,,,,,,,
1125,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Porcellanasteridae morphospecies 1,Porcellanasteridae,cf. Porcellanasteridae morphospecies 1,1,NA,Imaged only,additional material,,,,,family,family,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,,,123130,"Sladen, 1883",megafauna,RV Melville Cruise MV1313,AB01,Site EPIRB,APEI-12,APEI-12,Site EPIRB,add station,Dive 7 (RV07),,Dive 7 (RV07),STN,AB01_Dive 7 (RV07),,,,EAST,13.6798,-114.4144,,,13.6798,-114.4144,,,3950,,,2013-10-23,,Remotely Operated Vehicle,ROV,,,,,,,,,,,family,,,,,,,
1126,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Pseudostichopus morphospecies,Pseudostichopus,cf. Pseudostichopus morphospecies,1,NA,Imaged only,additional material,,,,,genus,genus,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,,123469,"Théel, 1886",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 6 (RV06),,Dive 6 (RV06),STN,AB01_Dive 6 (RV06),,,,EAST,13.8616,-116.5483,,,13.8616,-116.5483,,,4028,,,2013-10-21,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1127,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Pseudostichopus morphospecies,Pseudostichopus ,cf. Pseudostichopus morphospecies,1,NA,Imaged only,additional material,,,,,,,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,,123469,"Théel, 1886",,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 6 (RV06),,Dive 6 (RV06),STN,AB01_Dive 6 (RV06),,,,EAST,13.8628,-116.5485,,,13.8628,-116.5485,,,4032,,,2013-10-21,,Remotely Operated Vehicle,ROV,,,,,,,,,,,genus,,,,,,,
1134,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Psychropotidae morphospecies,Psychropotidae,cf. Psychropotidae morphospecies,1,NA,Imaged only,additional material,,,,,family,family,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,123194,"Théel, 1882",megafauna,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 3 (RV03),,Dive 3 (RV03),STN,AB01_Dive 3 (RV03),,,,EAST,13.9673,-116.55896,,,13.9673,-116.55896,,,4055,,,2013-10-16,,Remotely Operated Vehicle,ROV,,,,,,,,,,,family,,,,,,,
1135,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Psychropotidae morphospecies,Psychropotidae,cf. Psychropotidae morphospecies,1,NA,Imaged only,additional material,,,,,family,family,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,123194,"Théel, 1882",megafauna,RV Melville Cruise MV1313,AB01,Site EPIRB,APEI-12,APEI-12,Site EPIRB,add station,Dive 7 (RV07),,Dive 7 (RV07),STN,AB01_Dive 7 (RV07),,,,EAST,13.6797,-114.4145,,,13.6797,-114.4145,,,3954,,,2013-10-23,,Remotely Operated Vehicle,ROV,,,,,,,,,,,family,,,,,,,
1137,,imagery,Amon_etal_2017a,,HumanObservation,no,cf. Pterasteridae morphospecies 1,Pterasteridae ,cf. Pterasteridae morphospecies 1,1,NA,Imaged only,additional material,,,,,,,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,123142,"Perrier, 1875",,RV Melville Cruise MV1313,AB01,UK-1,UK-1,UK-1,UK-1 Stratum A,add station,Dive 3 (RV03),,Dive 3 (RV03),STN,AB01_Dive 3 (RV03),,,,EAST,13.9669,-116.55796,,,13.9669,-116.55796,,,4059,,,2013-10-16,,Remotely Operated Vehicle,ROV,,,,,,,,,,,family,,,,,,,
