rec,size_cat,region,qual_ed,institutionCode,typeStatus,acceptedScientificName_ed,taxonConceptID,NAME,individualCount,INCL,individualCount_ed,taxonRank_ed,TR_w_TCID,datasetName,basisOfRecord,eventDate,year,Longitude,Latitude,depth,SITE,kingdom,phylum,class,order,family,genus,species,taxonRank,associatedReferences
98504,megafauna,EAST,,SIO,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,SIO Benthic Invertebrate Collection,PRESERVED_SPECIMEN,1972-04-14T00:00:00,1972,-122.4583,12.53017,4481,site -122.4583_12.53017_4481,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SUBSPECIES,
33337,megafauna,CENTRAL,cf.,USNM,,Amphioplus,Amphioplus sp.,Amphioplus sp.,1,,1,genus,temporary name,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1979-08-14T00:00:00,1979,-129.868,13.1483,4877,site -129.868_13.1483_4877,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus,,GENUS,
116015,megafauna,CENTRAL,,USNM,,Apostichopus californicus,,Apostichopus californicus,3,,3,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1899-09-02T00:00:00,1899,-136.233,16.6333,5647,site -136.233_16.6333_5647,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,Apostichopus californicus,SPECIES,
120137,macrofauna,CENTRAL,,USNM,,Atlanta peronii,,Atlanta peronii,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1899-09-05T00:00:00,1899,-137.783,9.95,4919,site -137.783_9.95_4919,Animalia,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,Atlanta peronii,SPECIES,
120313,megafauna,EAST,,SIO,,Avocettina infans,,Avocettina infans,NA,,1,species,species,SIO Marine Vertebrate Collection,PRESERVED_SPECIMEN,1975-11-24T00:00:00,1975,-125.4867,14.71667,4401.92,site -125.4867_14.71667_4401.92,Animalia,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Avocettina,Avocettina infans,SPECIES,
122467,megafauna,EAST,,SIO,,Avocettina infans,,Avocettina infans,NA,,1,species,species,SIO Marine Vertebrate Collection,PRESERVED_SPECIMEN,1975-11-26T00:00:00,1975,-125.4867,14.71667,4480.56,site -125.4867_14.71667_4480.56,Animalia,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Avocettina,Avocettina infans,SPECIES,
122916,megafauna,EAST,,SIO,,Avocettina infans,,Avocettina infans,NA,,1,species,species,SIO Marine Vertebrate Collection,PRESERVED_SPECIMEN,1975-12-02T00:00:00,1975,-125.4867,14.71667,4400.09,site -125.4867_14.71667_4400.09,Animalia,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Avocettina,Avocettina infans,SPECIES,
24710,megafauna,CENTRAL,,USNM,,Bathycrinus equatorialis,,Bathycrinus equatorialis,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1899-09-05T00:00:00,1899,-137.783,9.95,4919,site -137.783_9.95_4919,Animalia,Echinodermata,Crinoidea,Bourgueticrinida,Bathycrinidae,Bathycrinus,Bathycrinus equatorialis,SPECIES,
98812,megafauna,CENTRAL,,NIWA,,Bathycrinus equatorialis,,Bathycrinus equatorialis,NA,,1,species,species,Vulnerable marine ecosystems in the South Pacific Ocean region,HUMAN_OBSERVATION,1899-09-05T00:00:00,1899,-137.7,9.95,4919,site -137.7_9.95_4919,Animalia,Echinodermata,Crinoidea,Bourgueticrinida,Bathycrinidae,Bathycrinus,Bathycrinus equatorialis,SPECIES,
883,macrofauna,WEST,,SENCKENBERG,,Bathyspinula calcar,,Bathyspinula calcar,NA,,NA,species,species,Senckenberg - CeDAMar Resource,UNKNOWN,,NA,-140.618,12.08,NA,site -140.618_12.08_NA,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
98479,macrofauna,EAST,,SIO,,Bathyspinula calcar,,Bathyspinula calcar,1,,1,species,species,SIO Benthic Invertebrate Collection,PRESERVED_SPECIMEN,1975-12-04T00:00:00,1975,-125.3833,14.8167,4510,site -125.3833_14.8167_4510,Animalia,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Bathyspinula,Bathyspinula calcar,SPECIES,
98509,macrofauna,EAST,,SIO,,Cadulus californicus,,Cadulus californicus,NA,,1,species,species,SIO Benthic Invertebrate Collection,PRESERVED_SPECIMEN,1972-02-13T00:00:00,1972,-122.3067,13.67383,4252,site -122.3067_13.67383_4252,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,Cadulus,Cadulus californicus,SPECIES,
96005,megafauna,EAST,,,,Callozostron bayeri,,Callozostron bayeri,1,no- duplicate,1,species,species,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,2013-04-29T00:00:00,2013,-116.728,11.7212,4235,site -116.728_11.7212_4235,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Callozostron,Callozostron bayeri,SPECIES,
95629,megafauna,WEST,,USNM,,Calyptrophora distolos,,Calyptrophora distolos,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,,NA,-149.858,7.28739,4124.5,site -149.858_7.28739_4124.5,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,Calyptrophora distolos,SPECIES,
39509,megafauna,EAST,,NHMUK,,Calyptrophora persephone,,Calyptrophora persephone,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,2013-10-22T00:00:00,2013,-116.67,13.7617,4111,site -116.67_13.7617_4111,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,Calyptrophora persephone,SPECIES,
96149,megafauna,EAST,,,,Calyptrophora persephone,,Calyptrophora persephone,1,no- duplicate,1,species,species,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,2013-04-28T00:00:00,2013,-116.738,11.7606,4244,site -116.738_11.7606_4244,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,Calyptrophora persephone,SPECIES,
97334,megafauna,EAST,,NHMUK,,Calyptrophora persephone,,Calyptrophora persephone,1,no- duplicate,1,species,species,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,2013-10-22T00:00:00,2013,-116.67,13.7617,4111,site -116.67_13.7617_4111,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,Calyptrophora persephone,SPECIES,
39300,meiofauna,CENTRAL,cf.,USNM,,Campyloderes vanhoeffeni,Campyloderes cf. vanhoeffeni,Campyloderes cf. vanhoeffeni,1,,1,species,temporary name,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1986-06-11T00:00:00,1986,-130.681,14.6714,5050,site -130.681_14.6714_5050,Animalia,Cephalorhyncha,Kinorhyncha,Cyclorhagida,Centroderidae,Campyloderes,Campyloderes vanhoeffeni,SPECIES,
4585,megafauna,WEST,cf.,,,Chondrocladia,Chondrocladia cf. (Symmetrocladia) lyra,Chondrocladia cf. (Symmetrocladia) lyra,1,no- duplicate,1,genus,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74226,11.29095,5251,site -153.74226_11.29095_5251,Animalia,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Chondrocladia,,GENUS,
96152,megafauna,WEST,cf.,,,Chondrocladia,Chondrocladia cf. (Symmetrocladia) lyra,Chondrocladia cf. (Symmetrocladia) lyra,1,no- duplicate,1,genus,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.5864,11.25151,5199,site -153.5864_11.25151_5199,Animalia,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Chondrocladia,,GENUS,
22221,megafauna,WEST,,NHMUK,PARALECTOTYPE,Cyclothone microdon,,Cyclothone microdon,1,,1,species,species,Natural History Museum (London) Collection Specimens,PRESERVED_SPECIMEN,1875-08-25T00:00:00,1875,-152.016667,12.7,5304,site -152.016667_12.7_5304,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone microdon,SPECIES,
100271,megafauna,CENTRAL,,USNM,,Deima validum validum,,Deima validum validum,1,,1,species,subspecies,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-09-01T00:00:00,1980,-129.867,13.2167,4877,site -129.867_13.2167_4877,Animalia,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Deima,Deima validum,SUBSPECIES,
95501,meiofauna,EAST,cf.,USNM,,Diplopeltoides ornatus,Diplopeltoides cf. ornatus,Diplopeltoides cf. ornatus,1,,1,species,temporary name,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1983-06-01T00:00:00,1983,-125.404,14.7014,4516,site -125.404_14.7014_4516,Animalia,Nematoda,Adenophorea,Araeolaimida,Axonolaimidae,Diplopeltoides,Diplopeltoides ornatus,SPECIES,
116561,meiofauna,EAST,cf.,USNM,,Diplopeltoides ornatus,Diplopeltoides cf. ornatus,Diplopeltoides cf. ornatus,1,,1,species,temporary name,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1983-06-01T00:00:00,1983,-125.404,14.7014,4516,site -125.404_14.7014_4516,Animalia,Nematoda,Adenophorea,Araeolaimida,Axonolaimidae,Diplopeltoides,Diplopeltoides ornatus,SPECIES,
34689,megafauna,WEST,,Ifremer,,Dytaster exilis,,Dytaster exilis,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-06-15T00:00:00,2004,-150.0227,9.557255,5045,site -150.0227_9.557255_5045,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dytaster,Dytaster exilis,SPECIES,
34706,megafauna,WEST,,Ifremer,,Dytaster exilis,,Dytaster exilis,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-06-15T00:00:00,2004,-150.0227,9.557255,5045,site -150.0227_9.557255_5045,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dytaster,Dytaster exilis,SPECIES,
34688,megafauna,CENTRAL,,Ifremer,,Dytaster exilis,,Dytaster exilis,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-05-27T00:00:00,2004,-130.1371,14.03294,4976,site -130.1371_14.03294_4976,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dytaster,Dytaster exilis,SPECIES,
34704,megafauna,CENTRAL,,Ifremer,,Dytaster exilis,,Dytaster exilis,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-05-27T00:00:00,2004,-130.1371,14.03294,4976,site -130.1371_14.03294_4976,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dytaster,Dytaster exilis,SPECIES,
34687,megafauna,CENTRAL,,Ifremer,,Dytaster exilis,,Dytaster exilis,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-05-27T00:00:00,2004,-130.1363,14.03573,4963,site -130.1363_14.03573_4963,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dytaster,Dytaster exilis,SPECIES,
34705,megafauna,CENTRAL,,Ifremer,,Dytaster exilis,,Dytaster exilis,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-05-27T00:00:00,2004,-130.1363,14.03573,4963,site -130.1363_14.03573_4963,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dytaster,Dytaster exilis,SPECIES,
98535,megafauna,WEST,,SIO,,Dytaster gilberti,,Dytaster gilberti,1,,1,species,species,SIO Benthic Invertebrate Collection,PRESERVED_SPECIMEN,1972-05-20T00:00:00,1972,-145.11,8.98,4940,site -145.11_8.98_4940,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dytaster,Dytaster gilberti,SPECIES,
97386,macrofauna,CENTRAL,,USNM,,Eurytium limosum,,Eurytium limosum,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1899-09-02T00:00:00,1899,-136.233,16.6333,5647,site -136.233_16.6333_5647,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Eurytium,Eurytium limosum,SPECIES,
34679,megafauna,WEST,,Ifremer,,Freyastera benthophila,,Freyastera benthophila,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-06-11T00:00:00,2004,-150.0056,9.55837,5045,site -150.0056_9.55837_5045,Animalia,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,Freyastera benthophila,SPECIES,
34682,megafauna,WEST,,Ifremer,,Freyastera benthophila,,Freyastera benthophila,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-06-11T00:00:00,2004,-150.0056,9.55837,5045,site -150.0056_9.55837_5045,Animalia,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,Freyastera benthophila,SPECIES,
34680,megafauna,CENTRAL,,Ifremer,,Freyastera benthophila,,Freyastera benthophila,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-05-27T00:00:00,2004,-130.1369,14.03397,4973,site -130.1369_14.03397_4973,Animalia,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,Freyastera benthophila,SPECIES,
34681,megafauna,CENTRAL,,Ifremer,,Freyastera benthophila,,Freyastera benthophila,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-05-27T00:00:00,2004,-130.1369,14.03397,4973,site -130.1369_14.03397_4973,Animalia,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,Freyastera benthophila,SPECIES,
98824,megafauna,WEST,,NIWA,,Freyastera benthophila,,Freyastera benthophila,NA,,1,species,species,Vulnerable marine ecosystems in the South Pacific Ocean region,HUMAN_OBSERVATION,2004-06-11T00:00:00,2004,-150.0056,9.55837,5045,site -150.0056_9.55837_5045,Animalia,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,Freyastera benthophila,SPECIES,
34678,macrofauna,CENTRAL,,Ifremer,,Gwynia capsula,,Gwynia capsula,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-06-05T00:00:00,2004,-130.1364,14.02974,4987,site -130.1364_14.02974_4987,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Megathyrididae,Gwynia,Gwynia capsula,SPECIES,
33441,meiofauna,EAST,,USNM,,Halalaimus,Halalaimus sp.,Halalaimus sp.,1,,1,genus,temporary name,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1983-06-01T00:00:00,1983,-125.453,14.64,4517,site -125.453_14.64_4517,Animalia,Nematoda,Adenophorea,Enoplida,Oxystominidae,Halalaimus,,GENUS,
4281,meiofauna,EAST,,USNM,,Halalaimus,Halalaimus sp.,Halalaimus sp.,1,,1,genus,temporary name,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1983-06-01T00:00:00,1983,-125.404,14.7014,4516,site -125.404_14.7014_4516,Animalia,Nematoda,Adenophorea,Enoplida,Oxystominidae,Halalaimus,,GENUS,
132923,megafauna,CENTRAL,,USNM,,Hymenaster echinulatus,,Hymenaster echinulatus,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-13T00:00:00,1980,-129.917,13.23,4755,site -129.917_13.23_4755,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,Hymenaster echinulatus,SPECIES,
995,megafauna,CENTRAL,,USNM,,Hymenaster echinulatus,,Hymenaster echinulatus,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-11T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,Hymenaster echinulatus,SPECIES,
68236,megafauna,CENTRAL,,USNM,,Hymenaster echinulatus,,Hymenaster echinulatus,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-08T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,Hymenaster echinulatus,SPECIES,
132921,megafauna,EAST,,USNM,,Hymenopenaeus nereus,,Hymenopenaeus nereus,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,2013-10-19T00:00:00,2013,-116.682,13.8883,4156,site -116.682_13.8883_4156,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Hymenopenaeus,Hymenopenaeus nereus,SPECIES,
21978,megafauna,EAST,,CAS,,Hyphalaster inermis,,Hyphalaster inermis,1,,1,species,species,CAS Invertebrate Zoology (IZ),PRESERVED_SPECIMEN,1975-05-01T00:00:00,1975,-124.8,14.833333,4425.7,site -124.8_14.833333_4425.7,Animalia,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Hyphalaster,Hyphalaster inermis,SPECIES,
44170,macrofauna,CENTRAL,,USNM,,Leptognathiella clivicola,,Leptognathiella clivicola,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1994-07-01T00:00:00,1994,-128.591,12.9171,4879,site -128.591_12.9171_4879,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Leptognathiella,Leptognathiella clivicola,SPECIES,
2887,macrofauna,CENTRAL,,USNM,,Macrinella clavipes,,Macrinella clavipes,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1994-07-01T00:00:00,1994,-128.599,12.9341,4879,site -128.599_12.9341_4879,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Macrinella,Macrinella clavipes,SPECIES,
120936,megafauna,CENTRAL,,SIO,,Melanocetus johnsonii,,Melanocetus johnsonii,NA,,1,species,species,SIO Marine Vertebrate Collection,PRESERVED_SPECIMEN,1957-10-29T00:00:00,1957,-130.6333,10.43333,4881.07,site -130.6333_10.43333_4881.07,Animalia,Chordata,Actinopterygii,Lophiiformes,Melanocetidae,Melanocetus,Melanocetus johnsonii,SPECIES,
4306,megafauna,CENTRAL,,USNM,,Mesothuria murrayi,,Mesothuria murrayi,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-22T00:00:00,1980,-129.917,13.23,4877,site -129.917_13.23_4877,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,Mesothuria murrayi,SPECIES,
28220,megafauna,CENTRAL,,USNM,,Mesothuria murrayi,,Mesothuria murrayi,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-21T00:00:00,1980,-129.917,13.23,4923,site -129.917_13.23_4923,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,Mesothuria murrayi,SPECIES,
39281,megafauna,CENTRAL,,USNM,,Mesothuria murrayi,,Mesothuria murrayi,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-20T00:00:00,1980,-129.917,13.23,4831,site -129.917_13.23_4831,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,Mesothuria murrayi,SPECIES,
116486,megafauna,CENTRAL,,USNM,,Mesothuria murrayi,,Mesothuria murrayi,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-16T00:00:00,1980,-129.917,13.23,4785,site -129.917_13.23_4785,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,Mesothuria murrayi,SPECIES,
33492,megafauna,CENTRAL,,USNM,,Mesothuria murrayi,,Mesothuria murrayi,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-10T00:00:00,1980,-129.883,13.2167,4831,site -129.883_13.2167_4831,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,Mesothuria murrayi,SPECIES,
39283,megafauna,CENTRAL,,USNM,,Mesothuria murrayi,,Mesothuria murrayi,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-13T00:00:00,1980,-129.883,13.2167,4862,site -129.883_13.2167_4862,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,Mesothuria murrayi,SPECIES,
42336,megafauna,CENTRAL,,USNM,,Mesothuria murrayi,,Mesothuria murrayi,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-16T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,Mesothuria murrayi,SPECIES,
44112,megafauna,CENTRAL,,USNM,,Mesothuria murrayi,,Mesothuria murrayi,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-11T00:00:00,1980,-129.883,13.2167,4892,site -129.883_13.2167_4892,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,Mesothuria murrayi,SPECIES,
68234,megafauna,CENTRAL,,USNM,,Mesothuria murrayi,,Mesothuria murrayi,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-21T00:00:00,1980,-129.883,13.2167,4831,site -129.883_13.2167_4831,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,Mesothuria murrayi,SPECIES,
97457,megafauna,CENTRAL,,USNM,,Mesothuria murrayi,,Mesothuria murrayi,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1979-06-14T00:00:00,1979,-129.878,13.195,4831,site -129.878_13.195_4831,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,Mesothuria murrayi,SPECIES,
26267,macrofauna,CENTRAL,,USNM,,Metcalfina hexagona,,Metcalfina hexagona,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1899-09-02T00:00:00,1899,-136.233,16.6333,5647,site -136.233_16.6333_5647,Animalia,Chordata,Thaliacea,Salpida,Salpidae,Metcalfina,Metcalfina hexagona,SPECIES,
93891,megafauna,CENTRAL,cf.,USNM,,Molpadiodemas atlanticus,,Molpadiodemas atlanticus,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-09-08T00:00:00,1980,-129.867,13.2167,4831,site -129.867_13.2167_4831,Animalia,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,Molpadiodemas atlanticus,SPECIES,
28376,megafauna,CENTRAL,,USNM,,Molpadiodemas atlanticus,,Molpadiodemas atlanticus,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1979-06-14T00:00:00,1979,-129.904,13.1358,4801,site -129.904_13.1358_4801,Animalia,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,Molpadiodemas atlanticus,SPECIES,
941,megafauna,CENTRAL,,USNM,,Molpadiodemas atlanticus,,Molpadiodemas atlanticus,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-16T00:00:00,1980,-129.883,13.2167,4801,site -129.883_13.2167_4801,Animalia,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,Molpadiodemas atlanticus,SPECIES,
25507,megafauna,CENTRAL,,USNM,,Molpadiodemas atlanticus,,Molpadiodemas atlanticus,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-22T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,Molpadiodemas atlanticus,SPECIES,
39277,megafauna,CENTRAL,,USNM,,Molpadiodemas atlanticus,,Molpadiodemas atlanticus,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-10T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,Molpadiodemas atlanticus,SPECIES,
