rec,size_cat,REGION,qualif_ed,occurrenceID,basisOfRecord,INCL,ScientificName_accepted,taxonConceptID,NAME,individualCount,TR_w_TCID,taxonRank_ed,phylum,class,order,family,genus,Latitude,Longitude,depth,date_year,SITE,datasetName,associatedReferences
112662,macrofauna,EAST,cf.,7d52a29a-f02c-47f6-a1db-78a93e455356,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
78257,macrofauna,EAST,,7f7dfce9-341c-490c-a89c-69cd02e900a0,PreservedSpecimen,NO- DUPLICATE,Acanthomeniidae,Acanthomeniidae sp. (NHM_367),,NA,temporary name,family,Mollusca,Solenogastres,NA,Acanthomeniidae,NA,13.93307,-116.7163,4182,2013,site 13.93307_-116.7163_4182,ABYSSLINE,NA
43099,macrofauna,EAST,cf.,8170c0ec-9db5-45e8-b09f-aa8117035d44,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.7936,-116.7031,4078,2013,site 13.7936_-116.7031_4078,ABYSSLINE,NA
76763,macrofauna,EAST,,823153dd-d3a9-4649-9814-8f8aa21c8bba,PreservedSpecimen,NO- DUPLICATE,Gadilida,Gadilida sp. (NHM_132),,NA,temporary name,order,Mollusca,Scaphopoda,Gadilida,NA,NA,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
93720,macrofauna,EAST,,86870119-2c38-4a2b-8d06-ca7830f11c8f,PreservedSpecimen,NO- DUPLICATE,Vesicomya galatheae,Vesicomya galatheae,,NA,species,species,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
63218,macrofauna,EAST,,88bb3af0-c5d5-4c31-aa09-a76118affc41,PreservedSpecimen,NO- DUPLICATE,Vesicomya galatheae,Vesicomya galatheae,,NA,species,species,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
33715,macrofauna,EAST,,8923576e-4542-4fc7-9a89-016e8fb564cb,PreservedSpecimen,NO- DUPLICATE,Yoldiella,Yoldiella sp. (NHM_190),,NA,temporary name,genus,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,13.93482,-116.5502,4082,2013,site 13.93482_-116.5502_4082,ABYSSLINE,NA
115854,macrofauna,EAST,sp. nov,8aec47f4-dcec-4668-8398-9e4b0c28ecb8,PreservedSpecimen,NO- DUPLICATE,Ledella knudseni,Ledella knudseni,,NA,species,species,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
47092,macrofauna,EAST,cf.,8d9beefd-2fbc-4204-9bf8-90551419ac1c,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.7936,-116.7031,4078,2013,site 13.7936_-116.7031_4078,ABYSSLINE,NA
16787,macrofauna,EAST,,8ddf7349-8fb2-4111-bbaa-ab0618b98b0c,PreservedSpecimen,NO- DUPLICATE,Nucula profundorum,Nucula profundorum,,NA,species,species,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
64083,macrofauna,EAST,,8f077dac-baac-4fef-b6a1-7fd02d5f0070,PreservedSpecimen,NO- DUPLICATE,Ledella,Ledella sp. (NHM_381),,NA,temporary name,genus,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,13.93307,-116.7163,4182,2013,site 13.93307_-116.7163_4182,ABYSSLINE,NA
10282,macrofauna,EAST,,91045a8a-6a14-405a-8c96-8a8988dc4fe4,PreservedSpecimen,NO- DUPLICATE,Yoldiella,Yoldiella sp. (NHM_190),,NA,temporary name,genus,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,13.8372,-116.5584,4336,2013,site 13.8372_-116.5584_4336,ABYSSLINE,NA
62508,macrofauna,EAST,cf.,96bfe548-f511-49c4-b2a3-0a9a45f9154b,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
18007,macrofauna,EAST,cf.,971c0c51-a7eb-4b98-80b5-b3eb0636b740,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.79335,-116.7031,4081,2013,site 13.79335_-116.7031_4081,ABYSSLINE,NA
99585,macrofauna,EAST,,97bc361f-97ca-4bab-8f51-8077f248dad2,PreservedSpecimen,NO- DUPLICATE,Yoldiella,Yoldiella sp. (NHM_190),,NA,temporary name,genus,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
76922,macrofauna,EAST,,9a95056b-7e5e-466c-abf7-a0fc21425f05,PreservedSpecimen,NO- DUPLICATE,Yoldiella,Yoldiella sp. (NHM_190),,NA,temporary name,genus,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,13.93482,-116.5502,4082,2013,site 13.93482_-116.5502_4082,ABYSSLINE,NA
15769,macrofauna,EAST,,9b045ce3-07df-43aa-835c-5ad2d21714b4,PreservedSpecimen,NO- DUPLICATE,Dacrydium panamense,Dacrydium panamensis,,NA,species,species,Mollusca,Bivalvia,Mytilida,Mytilidae,Dacrydium,13.79335,-116.7031,4081,2013,site 13.79335_-116.7031_4081,ABYSSLINE,NA
26227,macrofauna,EAST,,9c91b931-7b8f-457f-86a3-4b94094cd884,PreservedSpecimen,NO- DUPLICATE,Leptochiton macleani,Leptochiton macleani,,NA,species,species,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,13.86367,-116.5443,4050,2013,site 13.86367_-116.5443_4050,ABYSSLINE,NA
3841,macrofauna,EAST,cf.,9d29d7ec-55cd-4b41-929a-2379be221263,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.79335,-116.7031,4081,2013,site 13.79335_-116.7031_4081,ABYSSLINE,NA
79389,macrofauna,EAST,sp. nov,9fbc7377-08ab-4c88-b743-31ba6d954dc4,PreservedSpecimen,NO- DUPLICATE,Ledella knudseni,Ledella knudseni,,NA,species,species,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
66064,macrofauna,EAST,cf.,a30eab51-5f52-4fec-89d7-d47152895c92,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.90165,-116.59,4163,2013,site 13.90165_-116.59_4163,ABYSSLINE,NA
88436,macrofauna,EAST,,ad2cb87b-1fce-415d-ab45-1619bbc4352b,PreservedSpecimen,NO- DUPLICATE,Bathyspinula calcar,Bathyspinula calcar,,NA,species,species,Mollusca,Bivalvia,Nuculanida,Bathyspinulidae,Bathyspinula,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
66791,macrofauna,EAST,,b1a31575-f729-4436-825c-43d6186e8fa5,PreservedSpecimen,NO- DUPLICATE,Vesicomya galatheae,Vesicomya galatheae,,NA,species,species,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
49190,macrofauna,EAST,,b2570be7-b0f4-4025-a28a-53d9b0716464,PreservedSpecimen,NO- DUPLICATE,Yoldiella,Yoldiella sp. (NHM_190),,NA,temporary name,genus,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,13.81167,-116.71,4076,2013,site 13.81167_-116.71_4076,ABYSSLINE,NA
96371,macrofauna,EAST,,b59fb57e-ba85-4680-917a-4ba8987fb0e5,PreservedSpecimen,NO- DUPLICATE,Bathyspinula calcar,Bathyspinula calcar,,NA,species,species,Mollusca,Bivalvia,Nuculanida,Bathyspinulidae,Bathyspinula,13.93482,-116.5502,4082,2013,site 13.93482_-116.5502_4082,ABYSSLINE,NA
91764,macrofauna,EAST,,b6e48ff4-2e02-42dc-b9ed-286d297d1459,PreservedSpecimen,NO- DUPLICATE,Yoldiella,Yoldiella sp. (NHM_190),,NA,temporary name,genus,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,13.93482,-116.5502,4082,2013,site 13.93482_-116.5502_4082,ABYSSLINE,NA
11045,macrofauna,EAST,cf.,b778f2d1-6654-4327-9a6d-7d2b69bd4f88,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
103155,macrofauna,EAST,,b849b4e9-b712-4d6e-977b-1d138ce9b323,PreservedSpecimen,NO- DUPLICATE,Bathyspinula calcar,Bathyspinula calcar,,NA,species,species,Mollusca,Bivalvia,Nuculanida,Bathyspinulidae,Bathyspinula,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
58996,macrofauna,EAST,,b84e470d-73bc-413b-88f9-3d702509a37a,PreservedSpecimen,NO- DUPLICATE,Thyasira,Thyasira sp. (NHM_180),,NA,temporary name,genus,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,13.93482,-116.5502,4082,2013,site 13.93482_-116.5502_4082,ABYSSLINE,NA
84026,macrofauna,EAST,sp. nov,bba4a199-d454-450e-8de5-715c4e6102c3,PreservedSpecimen,NO- DUPLICATE,Ledella knudseni,Ledella knudseni,,NA,species,species,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
88377,macrofauna,EAST,cf.,bc5b4b10-1148-4ab7-884e-d859a4207344,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
5514,macrofauna,EAST,,bf968b01-1991-43b7-87e4-25da4d5a9dc5,PreservedSpecimen,NO- DUPLICATE,Veleropilina oligotropha,Veleropilina oligotropha,,NA,species,species,Mollusca,Monoplacophora,Neopilinida,Neopilinidae,Veleropilina,13.86328,-116.5489,4050,2013,site 13.86328_-116.5489_4050,ABYSSLINE,NA
67979,macrofauna,EAST,,c0577fc9-7302-4fec-bc8c-87a17a38bc91,PreservedSpecimen,NO- DUPLICATE,Acanthomeniidae,Acanthomeniidae sp. (NHM_367),,NA,temporary name,family,Mollusca,Solenogastres,NA,Acanthomeniidae,NA,13.93307,-116.7163,4182,2013,site 13.93307_-116.7163_4182,ABYSSLINE,NA
40364,macrofauna,EAST,,c301a72f-54cb-435e-8aae-17cf4d37675f,PreservedSpecimen,NO- DUPLICATE,Gadila,Gadila sp. (NHM_345),,NA,temporary name,genus,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
64985,macrofauna,EAST,cf.,c318fb35-334a-4ba0-9006-5904c8923849,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.79335,-116.7031,4081,2013,site 13.79335_-116.7031_4081,ABYSSLINE,NA
5558,macrofauna,EAST,,c350be31-9811-4384-8e75-008a43ac6a7c,PreservedSpecimen,NO- DUPLICATE,Nucula profundorum,Nucula profundorum,,NA,species,species,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
39648,macrofauna,EAST,cf.,c38f8241-735b-47e4-83b1-61863f457f28,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
28752,macrofauna,EAST,,c44da298-9b61-4d6d-a1cd-2d6c3bd70859,PreservedSpecimen,NO- DUPLICATE,Bathyspinula calcar,Bathyspinula calcar,,NA,species,species,Mollusca,Bivalvia,Nuculanida,Bathyspinulidae,Bathyspinula,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
4663,macrofauna,EAST,,c55091f7-3bf6-48db-a5c7-55377ed777eb,PreservedSpecimen,NO- DUPLICATE,Bathyspinula calcar,Bathyspinula calcar,,NA,species,species,Mollusca,Bivalvia,Nuculanida,Bathyspinulidae,Bathyspinula,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
123681,macrofauna,EAST,,c609ed0c-f881-44c9-a6a0-3e36f0934997,PreservedSpecimen,NO- DUPLICATE,Vesicomya galatheae,Vesicomya galatheae,,NA,species,species,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
89695,macrofauna,EAST,,cb9382be-6079-440d-afa5-4173f7be93ed,PreservedSpecimen,NO- DUPLICATE,Gadila,Gadila sp. (NHM_345),,NA,temporary name,genus,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
88506,macrofauna,EAST,cf.,ccdd114d-c8a8-47da-ba84-8b8ca5125a6a,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
13226,macrofauna,EAST,,ccfe35e5-a36b-46d7-84c7-171d84260441,PreservedSpecimen,NO- DUPLICATE,Prochaetodermatidae,Prochaetodermatidae sp. (NHM_344),,NA,temporary name,family,Mollusca,Caudofoveata,Chaetodermatida,Prochaetodermatidae,NA,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
47611,macrofauna,EAST,,ce9cbed0-82cc-420d-baad-fdfff7cc0986,PreservedSpecimen,NO- DUPLICATE,Limopsis,Limopsis sp. (NHM_453),,NA,temporary name,genus,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,13.90165,-116.59,4163,2013,site 13.90165_-116.59_4163,ABYSSLINE,NA
100706,macrofauna,EAST,cf.,d2264ac7-5c3e-41fc-9f7b-aad194156c24,PreservedSpecimen,NO- DUPLICATE,Bentharca asperula,Bentharca cf. asperula,,NA,temporary name,species,Mollusca,Bivalvia,Arcida,Arcidae,Bentharca,13.90165,-116.59,4163,2013,site 13.90165_-116.59_4163,ABYSSLINE,NA
119503,macrofauna,EAST,,d312725a-11c5-4b85-828f-23746186daf4,PreservedSpecimen,NO- DUPLICATE,Limopsis,Limopsis sp. (NHM_453),,NA,temporary name,genus,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,13.90165,-116.59,4163,2013,site 13.90165_-116.59_4163,ABYSSLINE,NA
74283,macrofauna,EAST,,d49c6e9c-976f-4185-97a6-ce4a5b456173,PreservedSpecimen,NO- DUPLICATE,Vesicomya galatheae,Vesicomya galatheae,,NA,species,species,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
59715,macrofauna,EAST,,d5d8a04d-762e-4054-ae2b-5fff9f2ca9d1,PreservedSpecimen,NO- DUPLICATE,Thyasira,Thyasira sp. (NHM_180),,NA,temporary name,genus,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,13.93482,-116.5502,4082,2013,site 13.93482_-116.5502_4082,ABYSSLINE,NA
108456,macrofauna,EAST,,d69b581d-8a79-4c4d-8f70-88b2ec07d86e,PreservedSpecimen,NO- DUPLICATE,Leptochiton macleani,Leptochiton macleani,,NA,species,species,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,13.86367,-116.5443,4050,2013,site 13.86367_-116.5443_4050,ABYSSLINE,NA
35198,macrofauna,EAST,,d9bc448e-a0fe-4a26-a74c-3564367ad704,PreservedSpecimen,NO- DUPLICATE,Ledella,Ledella sp. (NHM_381),,NA,temporary name,genus,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
111619,macrofauna,EAST,,da1d2f15-f1b1-41cc-82e5-a5262f93b612,PreservedSpecimen,NO- DUPLICATE,Yoldiella,Yoldiella sp. (NHM_190),,NA,temporary name,genus,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldiella,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
11021,macrofauna,EAST,,db7d8c74-5d64-450f-aeb7-78932f33b42b,PreservedSpecimen,NO- DUPLICATE,Ledella,Ledella sp. (NHM_381),,NA,temporary name,genus,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
22688,macrofauna,EAST,,dcf70a83-5195-4a55-8d0d-699fec5c98f6,PreservedSpecimen,NO- DUPLICATE,Acanthomeniidae,Acanthomeniidae sp. (NHM_367),,NA,temporary name,family,Mollusca,Solenogastres,NA,Acanthomeniidae,NA,13.93307,-116.7163,4182,2013,site 13.93307_-116.7163_4182,ABYSSLINE,NA
10474,macrofauna,EAST,,e33ab2aa-8b82-48c1-9352-cf5024964be6,PreservedSpecimen,NO- DUPLICATE,Gadilida,Gadilida sp. (NHM_192),,NA,temporary name,order,Mollusca,Scaphopoda,Gadilida,NA,NA,13.93482,-116.5502,4082,2013,site 13.93482_-116.5502_4082,ABYSSLINE,NA
54210,macrofauna,EAST,,e3869f8f-a05c-4670-a913-e2b4775b662e,PreservedSpecimen,NO- DUPLICATE,Prochaetodermatidae,Prochaetodermatidae sp. (NHM_344),,NA,temporary name,family,Mollusca,Caudofoveata,Chaetodermatida,Prochaetodermatidae,NA,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
21431,macrofauna,EAST,,e68608f9-4b83-4eb9-89f2-0de4f89c21b0,PreservedSpecimen,NO- DUPLICATE,Prochaetodermatidae,Prochaetodermatidae sp. (NHM_344),,NA,temporary name,family,Mollusca,Caudofoveata,Chaetodermatida,Prochaetodermatidae,NA,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
13497,macrofauna,EAST,,e80521d8-4980-4b2f-967f-eaf51cbbfd94,PreservedSpecimen,NO- DUPLICATE,Leptochiton macleani,Leptochiton macleani,,NA,species,species,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,13.86367,-116.5443,4050,2013,site 13.86367_-116.5443_4050,ABYSSLINE,NA
59165,macrofauna,EAST,,e8ef63a1-c01e-4a45-af59-0ab1b8502361,PreservedSpecimen,NO- DUPLICATE,Nucula profundorum,Nucula profundorum,,NA,species,species,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
63682,macrofauna,EAST,sp. nov,f1886d78-22bf-403e-bdb2-784b91c0eb12,PreservedSpecimen,NO- DUPLICATE,Ledella knudseni,Ledella knudseni,,NA,species,species,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
112448,macrofauna,EAST,,f2133256-1cad-4255-a5cb-bd5331417127,PreservedSpecimen,NO- DUPLICATE,Nucula profundorum,Nucula profundorum,,NA,species,species,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
9565,macrofauna,EAST,,f2cdacdc-7000-4e74-8fd3-c762300e17cf,PreservedSpecimen,NO- DUPLICATE,Thyasira,Thyasira sp. (NHM_180),,NA,temporary name,genus,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,13.8372,-116.5584,4336,2013,site 13.8372_-116.5584_4336,ABYSSLINE,NA
60807,macrofauna,EAST,,f34f1df6-c01b-4397-9ed0-01aa30740309,PreservedSpecimen,NO- DUPLICATE,Gadila,Gadila sp. (NHM_345),,NA,temporary name,genus,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
118792,macrofauna,EAST,,f8502292-4cae-47f4-8de1-a60de379f75a,PreservedSpecimen,NO- DUPLICATE,Veleropilina oligotropha,Veleropilina oligotropha,,NA,species,species,Mollusca,Monoplacophora,Neopilinida,Neopilinidae,Veleropilina,13.86328,-116.5489,4050,2013,site 13.86328_-116.5489_4050,ABYSSLINE,NA
119062,macrofauna,EAST,,f9375a9c-9fc1-4928-9201-d49a7ef3b2d5,PreservedSpecimen,NO- DUPLICATE,Gadilida,Gadilida sp. (NHM_132),,NA,temporary name,order,Mollusca,Scaphopoda,Gadilida,NA,NA,13.75833,-116.6985,4080,2013,site 13.75833_-116.6985_4080,ABYSSLINE,NA
97632,macrofauna,EAST,,f948c4bf-6cac-481c-af9f-827f50e83d66,PreservedSpecimen,NO- DUPLICATE,Nucula profundorum,Nucula profundorum,,NA,species,species,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,13.93307,-116.7163,4182,2013,site 13.93307_-116.7163_4182,ABYSSLINE,NA
99832,macrofauna,EAST,,f96a470e-237e-46b4-ba85-4c6196106071,PreservedSpecimen,NO- DUPLICATE,Nucula profundorum,Nucula profundorum,,NA,species,species,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula,13.75583,-116.4867,4076,2013,site 13.75583_-116.4867_4076,ABYSSLINE,NA
100236,megafauna,EAST,cf.,fa2fc824-c530-11e7-abc4-cec278b6b50a,HumanObservation,NO- DUPLICATE,Freyella,cf. Freyella morphospecies,,1,temporary name,genus,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,13.8551,-116.5477,4020,2013,site 13.8551_-116.5477_4020,ABYSSLINE,"Amon DJ, Ziegler AF, Dahlgren TG, Glover AG, Goineau A, Gooday AJ, Wiklund H, Smith CR. Insights into the abundance and diversity of abyssal megafauna in a poly [...]"
44085,megafauna,EAST,cf.,fa2fcbe4-c530-11e7-abc4-cec278b6b50a,HumanObservation,NO- DUPLICATE,Freyella,cf. Freyella morphospecies,,1,temporary name,genus,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,13.9588,-116.5605,4050,2013,site 13.9588_-116.5605_4050,ABYSSLINE,"Amon DJ, Ziegler AF, Dahlgren TG, Glover AG, Goineau A, Gooday AJ, Wiklund H, Smith CR. Insights into the abundance and diversity of abyssal megafauna in a poly [...]"
13572,megafauna,EAST,cf.,fa2fcdc4-c530-11e7-abc4-cec278b6b50a,HumanObservation,NO- DUPLICATE,Freyella,cf. Freyella morphospecies,,1,temporary name,genus,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,13.6794,-114.4133,3943,2013,site 13.6794_-114.4133_3943,ABYSSLINE,"Amon DJ, Ziegler AF, Dahlgren TG, Glover AG, Goineau A, Gooday AJ, Wiklund H, Smith CR. Insights into the abundance and diversity of abyssal megafauna in a poly [...]"
82117,megafauna,EAST,cf.,fa2fd1a2-c530-11e7-abc4-cec278b6b50a,HumanObservation,NO- DUPLICATE,Freyella,cf. Freyella morphospecies,,1,temporary name,genus,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,12.5011,-116.6442,4250,2015,site 12.5011_-116.6442_4250,ABYSSLINE,NA
